"sku","product_name","product_url","price","oem_no","fitment_raw","description","uom","finish","manufacturer","origin","catalog_pages","replacement_items","tech_note","extra_attributes","source","error"
"48-0299","Engine Overhaul Manual","https://www2.vtwinmfg.com/engine-overhaul-manual.html","$33.88","","WL 1929-1952","Engine overhaul manual is for 1929-1952 Side Valve models.","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0304","45 WL/G 1940-1952 Spare Parts Book","https://www2.vtwinmfg.com/spare-parts-book-for-1940-1952.html","$35.52","","WL 1940-1952","Spare parts book for 1940-1952 Solo and Servi-Car provides OEM numbers to help identify exact parts required for application and range of fitment. **NOTE Product May Not Be Returned. **NOTE: Product may not be returned.","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0306","Spare Parts Book for 1954-1965 XL","https://www2.vtwinmfg.com/spare-parts-book-for-1954-1965-xl.html","$35.52","","K 1954-1956 | XL 1957-1965","Spare parts book for 1954-1965 XL provides OEM numbers to help identify exact parts required for application and range of fitment. **NOTE Product May Not Be Returned.","1 - EA","","V-Twin","USA","856","","","","product_page",""
"48-0308","Knucklehead 1940-1947 Repair Manual","https://www2.vtwinmfg.com/factory-service-manual-for-1940-1947-knucklehead.html","$35.47","","FL 1940-1947 | UL 1940-1947","Factory service manual contains all information needed on the 1940-1947 Knucklehead, 74"" & 80"" Flathead. **NOTE Product May Not Be Returned. Manual is a guide to repair and maintenance on: Engine Lubrication, Engine Overhaul, Servicing Carburetor, Transmission and Clutch, Wheels, Hubs, and Tires, Forks, Frames, and Handlebars. ISBN: 978-1-950322-02-2.","1 - KIT","","V-Twin","USA","1286","","","","product_page",""
"48-0313","1958-1965 FLH Parts Manual","https://www2.vtwinmfg.com/spare-parts-book-for-1958-1968-big-twin.html","$33.89","","FL 1958-1965","Parts manual for 1958-1965 FLH models provides OEM numbers to help identify exact parts required for application and range of fitment. **NOTE: Product May Not Be Returned","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0314","","","","","","","","","","","","","","","not_found",""
"48-0323","Knucklehead and Flathead Spare Parts Manual","https://www2.vtwinmfg.com/spare-parts-book-for-1936-1948-knucklehead-and-flathead.html","$40.95","","EL 1936-1940 | FL 1941-1947 | UL 1937-1948","Spare parts manual for 1936-1948 Knucklehead and 1937-1948 UL models provides OEM numbers to help identify exact parts required for application and range of fitment. **NOTE Product May Not Be Returned.","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0329","Factory Service Bulletin for 1912-1926 Big Twin","https://www2.vtwinmfg.com/factory-service-bulletin-for-1912-1926-big-twin.html","$35.54","","J 1920-1926 | F 1912-1919","The Factory Service Bulletin, Shop Dope Vol. 1 for 1912-1926 is a compilation of tips from the factory to the dealers and is great for trouble shooting. **NOTE Product May Not Be Returned","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0330","OE Harley Davidson Factory Parts Manual for 1941-1984 FL","https://www2.vtwinmfg.com/update-factory-spare-parts-book-for-1941-1984-flh.html","$245.17","99456-84B","FL 1941-1984 | FLH 1941-1984","OE 316 page factory spare parts book provides OEM numbers to help you identify the exact parts required and the range of fitment for each of those parts for a 1941-1984 FL-FLH. Genuine factory H-D manual. **NOTE: Product May Not Be Returned.","1 - EA","","OE","USA","1285","","","{""Measurements"": ""Length: 8-1/2\"" Width: 11\"""", ""Length: 8-1/2\"""": ""Width: 11\""""}","product_page",""
"48-0332","OE Factory Spare Parts Book for 1954-1978 XL","https://www2.vtwinmfg.com/update-factory-spare-parts-book-for-1954-1978-xl.html","$167.35","99451-78B","K 1954-1956 | XL 1957-1978","OE Factory spare parts book for 1954-1978 XL provides OEM numbers with exploded views to help identify exact parts required for application and range of fitment. **NOTE Product May Not Be Returned.","1 - EA","","OE","USA","856","","","","product_page",""
"48-0375","1970-1976 FL Parts Manual","https://www2.vtwinmfg.com/1970-1976-fl-parts-manual.html","$35.54","","FL 1970-1976","Parts manual for 1970-1976 FL models. **NOTE: Product may not be returned.","1 - EA","","V-Twin","USA","1286","","","","product_page",""
"48-0407","Q & A Service Manual","https://www2.vtwinmfg.com/q-a-service-manual.html","$30.48","","All","Service manual has 224 pages. 16th edition. 1959 motorcycle manual questions and answers by Uncle Frank. Has 150 helpful repair problems that are answered like a teacher to his students. Book is perfect bound! **NOTE Product may not be returned. ISBN: 978-1-7327387-2-0.","1 - EA","","V-Twin","USA","1284","","","","product_page",""
"48-0423","Black Dash Panel Decals","https://www2.vtwinmfg.com/black-dash-panel-decals.html","$18.95","71300-79","FL 1979-1984 | FXST 1984-1993 | FXDWG 1991-1993 | FLST 1986-1993 | FX 1980-1986","Black dash panel decals have an adhesive back.","5 - PK","","V-Twin","Imported","429","","","","product_page",""
"48-0426","Oil Tank ""H"" Style Decal","https://www2.vtwinmfg.com/oil-tank-h-style-decal.html","$23.74","62535-65","All models","This adhesive type oil tank decal is ""H"" long style.","5 - PK","","V-Twin","USA","","","","{""Measurements"": ""Length: 3-1/4\"" Width: 1\"""", ""Length: 3-1/4\"""": ""Width: 1\""""}","product_page",""
"48-0439","Oil Tank ""V"" Style Decal","https://www2.vtwinmfg.com/oil-tank-v-style-decal.html","$20.28","61776-56","All models","Water slide type decal has a red ""V"" with black FLH lettering on a silver background. Sold in a pack of five.","5 - PK","","V-Twin","USA","","","","","product_page",""
"48-0448","British Motorcycle Belt Buckle","https://www2.vtwinmfg.com/british-motorcycle-belt-buckle.html","$18.58","","All","Triangle shaped 3"" belt buckle with silver patina finish. Reproduction of the original belt buckles of the 1980's and 1990's!","1 - EA","","V-Twin","Imported","1341","","","","product_page",""
"48-0452","","","","","","","","","","","","","","","not_found",""
"48-0471","Panhead Cam Cover Belt Buckle","https://www2.vtwinmfg.com/panhead-cam-cover-belt-buckle.html","$25.19","","All","Cam cover shaped belt buckle has a silver finish. Measures 4"" long x 2"" wide. Reproduction of the original belt buckles of the 1980's and 1990's!","1 - EA","","V-Twin","Imported","1341","","","","product_page",""
"48-0473","45 Manual Set","https://www2.vtwinmfg.com/45-manual-set-1.html","$84.85","","G 1936-1973 | W 1936-1952","45 Manual set of five books. This series includes: Servi-Car Parts Book, 45 Reapair Manual, 45 Parts and Service Manual, Engine Overhaul Manual and Paint and Number Reference Book. Sold as set of two.","1 - SET","","V-Twin","USA","1285","48-0319 - Servi-Car Parts Book 48-0310 - 45 WL Solo Repair Manual 48-0299 - Engine Overhaul Manual 48-1757 - Paint and Number Reference Book 48-0488 - 45 W-WL-WR-G Parts and Service Manual","","","product_page",""
"48-0477","Shovelhead Service Manual for 1970-1984 FL and 1973-1985 FX","https://www2.vtwinmfg.com/shovelhead-service-manual-for-1970-1984-fl-and-1971-1984-fx.html","$35.54","","FL 1970-1984 | FX 1973-1985","The factory service manual covers disassembly, renewal and reassembly procedures, information on engines, electrical system, frame and forks, fuel system, transmissions, wheels and much more on the 1970-1984 FL & 1973-1985 FX models. Copy of an antique cycles manual of the 1980s. Manual is thick style as original as used by mechanics at dealerships. **NOTE Product May Not Be Returned.","1 - EA","","V-Twin","USA","","","","","product_page",""
"48-0478","Servi-Car Manual Set","https://www2.vtwinmfg.com/servi-car-manual-set.html","$210.51","","G 1937-1963","Manual set is a 5 book set for Servi-Car models.  *NO RETURNS ON THIS ITEM* .","1 - KIT","","V-Twin","USA","1285","","","","product_page",""
"48-0479","Spare Parts Book Set for 1936-40","https://www2.vtwinmfg.com/spare-parts-book-set-for-1936-40.html","$60.42","","EL 1936-1940 | W 1936-1940 | UL 1936-1940 | All 1930-40 Big Twins | WL 1930-1935","Spare parts book for 1936-40 UL,EL and W, 1930-35 R and all 1930-40 big twins. This set provides OEM numbers to help identify exact parts required for application and range of fitment. Set of three books. **NOTE Product May Not Be Returned.","1 - KIT","","V-Twin","USA","1285","","","","product_page",""
"48-0486","FX-FXE Parts Manual","https://www2.vtwinmfg.com/fx-fxe-parts-manual.html","$35.54","","FX 1971-1976 | FXE 1971-1976","FX-FXE AMF era parts manual. *NOTE: Product May Not Be Returned.","1 - EA","","V-Twin","USA","","","","","product_page",""
"48-0489","V-Twin Knucklehead Service and Parts Manual","https://www2.vtwinmfg.com/knucklehead-service-and-parts-manual-1.html","$30.49","","EL 1936-1940 | FL 1941-1947","Knucklehead service and parts manual includes 592 pages of V-Twin catalog, service dope and parts reference. A very complete Knucklehead information source! **NOTE Product may not be returned. ISBN: 978-1-950322-01-5.","1 - EA","","V-Twin","USA","642","","","","product_page",""
"48-0498","80"" Flathead Engine Plaque","https://www2.vtwinmfg.com/80-flathead-engine-plaque.html","$46.86","","All","80"" Flathead side valve engine plaque measures 18"" X 24"". Features 80"" UL engine in detail on steel.","1 - EA","","V-Twin","Imported","814","","","","product_page",""
"48-0521","45 WLA Army Repair Manual","https://www2.vtwinmfg.com/45-wla-repair-manual.html","$33.89","","WLA 1941-1944","Repair manual reproduced in color with original Army contents and diagrams for 45 WLA models. Manual features many multi-colored assembly illustrations! **NOTE: Product may not be returned.","1 - EA","","V-Twin","USA","832","","","","product_page",""
"48-0522","45 Solo WLA Gift Set","https://www2.vtwinmfg.com/45-solo-wla-gift-set.html","$112.39","","All","45 solo WLA gift set includes a Flathead display motor, lapel pin and keychain, cam cover belt buckle, a couple of patches and a V-Twin metal box. This is a 7 piece set.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              *NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","1 - KIT","","V-Twin","Imported","832","48-1765 - Flathead Motor Model 48-1503 - Flathead Lapel Pin 48-1664 - Flathead Motor Keychain 48-1372 - V-Twin Metal Box","","","product_page",""
"48-0531","WL & WLA Manual Set","https://www2.vtwinmfg.com/wl-wla-manual-set.html","$86.35","","WL 1937-1952 | WLA 1949-1952 | WLA 1940-1945","WL & WLA manual set. This set includes: Spare Parts Book for 1940-52, 45 WLA Repair Manual, Engine Overhaul Manual, WLA 45 Army Parts Book and Paint and Number Reference Book.","1 - SET","","V-Twin","USA","1285","","","","product_page",""
"48-0534","Oilzum Oil Can Coin Bank Set","https://www2.vtwinmfg.com/oilzum-oil-can-coin-bank-set.html","$28.78","","All","Novelty full quart size steel oil can bank with coin slot and full color lithographed early Oilzum graphic. Top and bottom not removable. Sold as a set of 6 cans.","6 - PK","","V-Twin","Imported","1342","","","{""Measurements"": ""Outer Diameter: 55mm Height: 75mm"", ""Outer Diameter: 55mm"": ""Height: 75mm""}","product_page",""
"48-0543","Vintage Brands Patch Series","https://www2.vtwinmfg.com/vintage-brands-patch-series.html","$54.91","","All Models","Series includes 1 each of V-Twin, Alphabet Exhaust, Anderson Supply, Hellings Company, Hudson Valley AMCA, Sifton Handshake, Stewart Warner, Linkert Air Dam and Tedd Cycle patches. Sold as a 9 piece set. Can be ironed or sewn on.                          **NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch may be sewn on after being attached with it's adhesive.","1 - KIT","","V-Twin","Imported","1342","48-1772 - Joe Hunt Magneto Vintage Patches 48-0225 - Vintage Iron Tin Sign 48-1764 - Vintage Style Oilzum Oil Patches 48-0206 - Webco Cloth Patch","","","product_page",""
"48-0549","V-Twin Manufacturing Brands Patch Series","https://www2.vtwinmfg.com/v-twin-manufacturing-brands-patch-series.html","$37.71","","All Models","Patch series includes one each Sifton Cam, Replica V-Twin Shield, V-Twin Product Sign, V-Twin Motorshop, V-Twin MFG Customizer, Hellings Company, New Parts for an Old Standard, Tedd Cycle, and Burkhardt Magneto patches. 9 piece set. Can be ironed or sewn on.                                    **NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch may be sewn on after being attached with it's adhesive.","1 - KIT","","V-Twin","Imported","1342","","","","product_page",""
"48-0570","Oval Nylon Tool Bag Pouch","https://www2.vtwinmfg.com/sportster_1952_up/chassis/tool_box.html/oval-nylon-tool-bag-pouch.html","$55.32","11819X","All models","Oval nylon tool bag pouch fits in oval tool boxes.","1 - EA","","V-Twin","Imported","478","","","","product_page",""
"48-0579","Rebuild and Restore Classic Harley Davidson Manual","https://www2.vtwinmfg.com/rebuild-and-restore-classic-harley-davidson-manual.html","$59.77","","FL 1936-1964 | EL 1936-1964","Rebuild and restore classic Harley Davidson Big Twins 1936- 1964 with this 669 page color manual **NOTE: Product May Not Be Returned","1 - EA","","Motorbooks Int.","USA","1284","","","","product_page",""
"48-0582","Windshield Pouch","https://www2.vtwinmfg.com/update-windshield-pouch.html","$76.39","58275-63","FL 1960-1984","White windshield pouch, with gold edge trim.","1 - EA","","V-Twin","Imported","6","","","{""Measurements"": ""Length: 9-1/2\"" Height: 5\"" Width: 3\"""", ""Length: 9-1/2\"""": ""Height: 5\""""}","product_page",""
"48-0583","Windshield Pouch","https://www2.vtwinmfg.com/windshield-pouch.html","$74.89","","FL 1960-1984","Black windshield pouch, with gold edge trim.","1 - EA","","V-Twin","Imported","6","","","","product_page",""
"48-0598","Clymer Repair Manual for 2004-13 XL","https://www2.vtwinmfg.com/clymer-repair-manual-for-2004-13-xl.html","$58.15","","XL 2009-2013 883N | XL 2004-2013 883R | XL 2007-2013 1200N | XL 2004-2013 1200C | XL 2004-2013 1200R | XL 2011-2013 1200X | XL 2004-2013 883 | XL 2004-2013 1200L | XL 2004-2013 883L | XL 2004-2013 883c","The Clymer Repair Manual contains tips from engine tuning to complete wiring and features lots of exploded views and photos plus step by step instructions for the 2004-13 XL. **NOTE Product May Not Be Returned.","1 - EA","","Clymer Manuals","USA","856","","","","product_page",""
"48-0630","Kickstand Pad","https://www2.vtwinmfg.com/kickstand-pad.html","$25.75","94647-98","All models","Kickstand pad has a 4"" diameter surface. Pad fits in saddlebag or tool pouch to support stand on soft pavement.","1 - EA","Black","Wyatt Gatling","Imported","300","","","","product_page",""
"48-0659","","","","","","","","","","","","","","","not_found",""
"48-0671","Mikuni Carburetor Parts and Information Manual","https://www2.vtwinmfg.com/mikuni-carburetor-parts-and-information-manual.html","$12.47","","All models","Mikuni carburetor parts and information manual features info on general problems, tuning parts, charts on related parts, and tools.","1 - EA","","Sudco","USA","822","","","","product_page",""
"48-0700","","","","","","","","","","","","","","","not_found",""
"48-0740","Shop Dope Series Manual Set","https://www2.vtwinmfg.com/shop-dope-series-manual-set.html","$92.17","","All models","Shop Dope series is a set of 4 factory service bulletins for 1912-1969 Harley models. Includes service tips from the factory to their authorized dealers to aid in their service departments. This series includes: Shop Dope Manual Vol 1: Factory Service Bulletin for 1912-26 BT, Shop Dope Manual Vol 2: Factory Service Bulletin for 1930-40 BT, Shop Dope Manual Vol 3: Factory Service Bulletin for 1941-56 BT and Shop Dope Manual Vol 4: Factory Service Bulletin for 1957-1969 BT.","1 - SET","","V-Twin","USA","1286","48-0320 - Factory Service Bulletin for 1957-1969 Big Twins 48-0311 - Factory Service Bulletin for 1930-1940 Big Twins 48-0329 - Factory Service Bulletin for 1912-1926 Big Twin 48-0305 - Big Twin Shop Dope Manaul, Volume 3","","","product_page",""
"48-0741","XL Motorcycle Gift Set","https://www2.vtwinmfg.com/sportster-motorcycle-gift-set.html","$70.23","","All","XL gift set includes three belt buckles and three patches. Sold as a 6 piece set. Patches can easily be ironed or sewn on. *NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","1 - KIT","","V-Twin","Imported","1343","","","","product_page",""
"48-0742","45 WL Motor Model","https://www2.vtwinmfg.com/45-wl-motor-model.html","$80.89","","All","Large 1:6 scale side valve motor model with authenthic cast pewter details. Fully assembled on a wooden display base. *NOTE: Pewter type metal.","1 - EA","","V-Twin","Imported","1340","","","{""Measurements"": ""Model Height: 3-5/16\"" Overaell Height: 4-1/8\"""", ""Model Height: 3-5/16\"""": ""Overaell Height: 4-1/8\""""}","product_page",""
"48-0743","","","","","","","","","","","","","","","not_found",""
"48-0745","Panhead Service and Parts Manual Set","https://www2.vtwinmfg.com/factory-style-manual-set-for-panheads.html","$187.56","","FL 1948-1965","Factory style manual set consists of 8 volumes and is for 1948-1965 Panheads. This set includes: Q&A Service Manual, 1930-1965 Linkert Carburetor Parts Book, Factory Service Bulletin for 1941-1956 Big Twins, Factory Service Bulletin for 1957-1969 Big Twins, Spare Parts Book for 1941-1954 Side Valve Models and Spare Parts Book for 1958-1968 Big Twin.","1 - SET","","V-Twin","USA","1285","","","","product_page",""
"48-0763","Factory Parts Book Set","https://www2.vtwinmfg.com/factory-parts-book-set.html","$113.14","","G 1936-1973 | W 1936-1952 | FL 1941-1968 | EL 1936-1952","Factory parts book set features 6 books of spare parts ranging from 1936 - 1973. This set includes: Spare Parts Book for 1936-1948 Knucklehead and Flathead, Spare Parts Book for 1941-1954 Side Valve Models, Spare Parts Book for 1949-1957 Panhead, Spare Parts Book for 1958-1968 Big Twin, Spare Parts Book for 1940-1952 and Servi-Car Parts Book.","1 - SET","","V-Twin","USA","1285","","","","product_page",""
"48-0812","Windshield Pouch With Silver Edge Trim","https://www2.vtwinmfg.com/windshield-pouch-with-silver-edge-trim.html","$88.85","58275-63","FL 1960-1984","White windshield pouch, with silver edge trim.","1 - EA","","V-Twin","Imported","6","","","","product_page",""
"48-0813","Windshield Pouch With Silver Edge Trim","https://www2.vtwinmfg.com/windshield-pouch-with-silver-edge-trim-1.html","$89.63","","FL 1949-1984","Black windshield pouch, with silver edge trim. Mounts to stock 1949-1984 windshields.","1 - EA","","V-Twin","Imported","6","","","{""Measurements"": ""Length: 10\"" Height: 5\"" Depth: 3\"""", ""Length: 10\"""": ""Height: 5\""""}","product_page",""
"48-0822","Battery Caution Tag & Terminal Kit Brass","https://www2.vtwinmfg.com/battery-caution-tag-terminal-kit-brass.html","$31.56","","J 1929-1930 | EL 1936-1940 | FL 1941-1964 | VL 1930-1934 | UL 1938-1948 | WL 1929-1952","Battery caution tag features a brass construction like the original. Can attach to the battery box or oil tank. Terminal kit includes two studs, two nuts, two felt washers, and battery pad set. Brass tag measures 1"" x 2.5"". Zinc 6 volt battery terminal studs have an overall length of 1-1/4"".","1 - EA","","V-Twin","Imported","714","","","{""Measurements"": ""Tag Length: 2.5\"" Tag Height: 1\"" Stud Length: 1-1/4\"""", ""Tag Length: 2.5\"""": ""Tag Height: 1\""""}","product_page",""
"48-0827","Motorcyclepedia Gift Set","https://www2.vtwinmfg.com/motorcyclepedia-gift-set.html","$116.41","","All","Motorcyclepedia gift set features 3 belt buckles and 9 cloth patches. Belt buckles are a reproduction of the original belt buckles of the 1980's and 1990's! Sold as a set of 12. Patches can easily be ironed or sewn on. *NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","1 - SET","","V-Twin","Imported","1343","","","","product_page",""
"48-0829","","","","","","","","","","","","","","","not_found",""
"48-0832","Parts Book for 1909-1932 V-Twins","https://www2.vtwinmfg.com/parts-book-for-1909-1932-v-twins.html","$48.48","","1909-1932 V-Twins","Parts book for 1909-1932 V-Twins features illustrated component parts with OE numbers. **NOTE Product may not be returned. ISBN: 978-1-7327387-4-4.","1 - EA","","V-Twin","USA","1286","","","{""Measurements"": ""Height: 11\"" Length: 8-1/2\"" Width: 3/4\"""", ""Height: 11\"""": ""Length: 8-1/2\""""}","product_page",""
"48-0836","Large Shovelhead Motor Model","https://www2.vtwinmfg.com/large-shovelhead-motor-model.html","$126.79","","All","Shovelhead flat side 1:6 scale motor model with authentic details, including exhaust header set! Full pewter casted and fully asembled on a wooden display base. 20 individual components are used to complete this detailed model.                                                                                                                                                                                                                                                                                                                                                                                                                                                  *NOTE: Pewter type metal.","1 - EA","","V-Twin","Imported","1340","","","{""Measurements"": ""Length: 4\"" Width: 4-1/2\"" Model Height: 3-5/8\"""", ""Length: 4\"""": ""Width: 4-1/2\"""", ""Other Notes"": ""Overall Height: 4-7/16\""""}","product_page",""
"48-0840","Wing License Plate Topper","https://www2.vtwinmfg.com/wing-license-plate-topper.html","$27.08","","All models","Wing license plate topper measures 2"" tall and features detailed pewter construction. *NOTE: Pewter type metal.","1 - EA","","V-Twin","Imported","1159","","","{""Measurements"": ""Width: 3\"" Height: 2\"""", ""Width: 3\"""": ""Height: 2\""""}","product_page",""
"48-0871","Brando Motorcycle Hat Extra Small","https://www2.vtwinmfg.com/brando-motorcycle-hat-extra-small.html","$30.48","","All","Extra small Brando motorcycle black hat with white visor and braided band. Sold by size not universal fit. Pleated top has button on top for detail. Yellow braided rope is fastened by button on each side. Visor is white trimmed  with black.                                                                                                                                                                                                                                                                                                                                               **NOTE: Product May Not Be Returned.","1 - EA","","V-Twin","Imported","1343","","","{""Measurements"": ""Inside Circumference: 20-1/2\""""}","product_page",""
"48-0872","","","","","","","","","","","","","","","not_found",""
"48-0873","Brando Motorcycle Hat Medium","https://www2.vtwinmfg.com/brando-motorcycle-hat-medium.html","$30.48","","All","Medium size Brando motorcycle black hat with white visor and braided band. **NOTE: Product May Not Be Returned.                                      Sold by size not universal fit. Pleated top has button on top for detail.       Yellow braided rope is fastened by button on each side. Visor is white trimmed  with black.","1 - EA","","V-Twin","Imported","1343","","","{""Measurements"": ""Inside Circumference: 22-3/4\""""}","product_page",""
"48-0874","","","","","","","","","","","","","","","not_found",""
"48-0879","61"" Knucklehead Engine Belt Buckle","https://www2.vtwinmfg.com/61-knucklehead-engine-belt-buckle.html","$21.98","","All","Belt buckle with a raised 61"" Knucklehead engine with lettering and years. Reproduction of the original belt buckles of the 1980's and 1990's!","1 - EA","","V-Twin","Imported","1341","","","","product_page",""
"48-0886","Tedd Cycle Parts and Service Patch Set","https://www2.vtwinmfg.com/tedd-cycle-service-patch-set.html","$15.42","","All models","Tedd Cycle parts and service patches can easily be ironed or sewn on. Sold as a pair. **NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","1 - SET","","V-Twin","Imported","976","","","{""Measurements"": ""Width: 3-1/2\""""}","product_page",""
"48-0889","FXR Dash Decal Set Silver","https://www2.vtwinmfg.com/fxr-dash-decal-set-silver.html","$39.80","","FXR 1982-1994","Silver dash panel decal set. Sold as a 2 piece set.","1 - SET","","V-Twin","Imported","243","","","","product_page",""
"48-0892","V-Twin MFG Engine Assembly Patch Set","https://www2.vtwinmfg.com/v-twin-service-patch-set.html","$15.42","","All models","V-Twin MFG engine assembly patches can easily be ironed or sewn on. Sold as a pair. **NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","1 - SET","","V-Twin","Imported","976","","","{""Measurements"": ""Width: 3-1/2\""""}","product_page",""
"48-0904","1959-1969 XL Service Manual","https://www2.vtwinmfg.com/1954-1969-xlch-manual.html","$35.54","99484-69","XL 1959-1969","1959-1969 XL service manual includes the factory service manual information. **NOTE Product May Not Be Returned.","1 - EA","","V-Twin","USA","856","","","","product_page",""
"48-0922","XLH Service and Parts Manual","https://www2.vtwinmfg.com/xlh-service-and-parts-manual.html","$35.54","","XL 1970-1976","Sportster service and parts manual is for 1970-1976 XL models. Shop book includes service, parts and dealer tips for the models and years that are listed. Features 384 pages.                                                                                                                                                                                                                                                                                                                                                                                                     **NOTE: Product May Not Be Returned.","1 - EA","","V-Twin","USA","856","","","","product_page",""
"48-0931","1936 Knucklehead Motorcycle Model","https://www2.vtwinmfg.com/1936-knucklehead-motorcycle-model.html","$48.48","","All","1936 Knucklehead 61"" complete motorcycle model with authentic details! Features solid pewter construction mounted on a cast pewter display base. *NOTE: Pewter type metal.","1 - EA","","V-Twin","Imported","1340","","","{""Measurements"": ""Height: 2\"" Width: 4.5\"""", ""Height: 2\"""": ""Width: 4.5\""""}","product_page",""
"48-0935","Motorcyclepedia Manual 1912","https://www2.vtwinmfg.com/motorcyclepedia-manual-1912.html","$30.48","","All Models","This manual includes 106 pages of ads and technical tips for 1912 and earlier. Manual measures 7"" x 10"". **NOTE Product may not be returned. ISBN: 978-1-7327387-8-2.","1 - EA","","V-Twin","USA","1284","","","","product_page",""
"48-0936","ABC of the Motorcycle Book","https://www2.vtwinmfg.com/abc-of-the-motorcycle-book.html","$25.38","","All","This 218 page book was originally published in 1920 in Chicago. A simple, comprehensive, illustrated manual of instruction on motorcycles, their operation, adjustment and repair. Including many practical hints for the motorcyclist and mechanic. Also included information on accessories, ignition systems and carburetion. Detailed illustrations of Harley-Davidson, Indian, Excelsior, Henderson. By John B. Rathbun. Originally published in 1920. 237 pages.                                                                                                              **NOTE Product may not be returned. ISBN: 978-1-7327387-6-8","1 - EA","","V-Twin","USA","1284","","","","product_page",""
"48-0940","Pewter Motor Model Set","https://www2.vtwinmfg.com/pewter-motor-model-set.html","$152.75","","All","Detailed cast pewter motor models of the V-Twin engines, includes Flathead, Knucklehead, Panhead, Shovelhead, and Evolution engines each on it's own wooden base with name plaque attached. *NOTE: Pewter type metal.","1 - SET","","V-Twin","Imported","1340","","","","product_page",""
"48-0945","Tedd Cycle Metal Sign","https://www2.vtwinmfg.com/tedd-cycle-metal-sign.html","$22.18","","All","Oval metal sign is in full color with embossed letters.","1 - EA","","V-Twin","Imported","1344","","","{""Measurements"": ""Thickness: .032\"" Width: 18\"""", ""Thickness: .032\"""": ""Width: 18\""""}","product_page",""
"48-0946","Sifton Patch Set","https://www2.vtwinmfg.com/sifton-decal-pack.html","$14.67","","Custom Application","Set includes three different Sifton design patches. Patches can easily be ironed or sewn on. *NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch can be sewn on after being attached with it's adhesive.","3 - PK","","Sifton","Imported","1339","","","","product_page",""
"48-0948","","","","","","","","","","","","","","","not_found",""
"48-0958","Oil Tank Decal Set","https://www2.vtwinmfg.com/oil-tank-decal-set.html","$18.95","","EL 1936-1947 | UL 1936-1948","Oil tank decal for EL and UL models. Set of two. Decal is a vinyl press on transfer not water slide type. Decal set measures 3-9/16"" X 1-3/8"".","1 - SET","","V-Twin","Imported","","","","{""Measurements"": ""Length: 3-1/2\"" Height: 2-1/4\"""", ""Length: 3-1/2\"""": ""Height: 2-1/4\""""}","product_page",""
"48-0959","Curtiss Belt Buckle","https://www2.vtwinmfg.com/curtiss-belt-buckle.html","$33.90","","All","Curtiss belt buckle with bronze patina overlay includes rear kickstand for display, in addition to belt buckle clasp. Includes a ""kickstand"" for display. Reproduction of the original belt buckles of the 1980's and 1990's!","1 - EA","","V-Twin","Imported","1341","","","","product_page",""
"48-1004","Black Summer Riding Gloves Medium","https://www2.vtwinmfg.com/black-summer-riding-gloves-medium.html","$18.70","","All","Black summer gloves in medium.","1 - SET","","","USA","","","","","product_page",""
"48-1006","","","","","","","","","","","","","","","not_found",""
"48-1059","","","","","","","","","","","","","","","not_found",""
"48-1103","XL Engine Patch Set","https://www2.vtwinmfg.com/xl-engine-patch-set.html","$20.87","","All models","XL engine patch set, which can be easily ironed or sewn on. Patch is 4"" x 4"". Sold as a set of two. **NOTE: When using an electric iron to apply the patches to clothing, NEVER use steam. Patch may be sewn on after being attached with it's adhesive.","1 - EA","","V-Twin","Imported","866","","","","product_page",""
"48-1112","First V-Twin Belt Buckle","https://www2.vtwinmfg.com/first-v-twin-belt-buckle.html","$18.58","","All Models","First V-Twin oval pewter belt buckle. Reproduction of the original belt buckles of the 1980's and 1990's!                                                                                                                                                                                                                                                                                                                                                                                                                                                 *NOTE: Pewter type metal.","1 - EA","","V-Twin","Imported","1341","","","","product_page",""
"48-1166","Panhead Parts Manual","https://www2.vtwinmfg.com/service-and-parts-manual-for-1948-1965-panhead-models.html","$30.49","","FL 1948-1969","Service and parts manual for 1948-1965 Panhead and 1966-69 flat side Shovelhead models. Shop book features 739 pages and includes service, parts and dealer tips for the models and years that are listed. Panhead book is a comprehensive parts catalog, repair manual, OEM parts book with exploded detailed views of the assemblies and V-Twin after market products.                                                                                                                                                                                                                                                                                                                                                       **NOTE Product may not be returned. ISBN: 978-1-7327387-7-5","1 - EA","","V-Twin","USA","646","","","","product_page",""
