"sku","product_name","product_url","price","oem_no","fitment_raw","description","uom","finish","manufacturer","origin","catalog_pages","replacement_items","tech_note","extra_attributes","source","error"
"10-0030","S&S Stock Bore Engine Crankcase Set","https://www2.vtwinmfg.com/s-s-stock-bore-engine-crankcase-set-1.html","$1,876.72","","FL 1966-1969","Crankcase set for 1965-1969 Big Twin Shovelhead engine comes ready to assemble. S&S crankcase sets are shipped set up with Timken left side bearing and race assembly, seal and seal spacer, oil pump drive bushing, needle bearing and pinion race for right side is pressed in and line honed, ready to assemble. Also included are cylinder studs, nickel plated case bolts, crankcase fittings and a timing & magnetic drain plug. Engine crankcase has stock bore and accepts flywheels up to 8½"" diameter. Manufacturer's Statement of Origin is supplied.","1 - KIT","","S&S Cycle","USA","494","","Order #12-8001 oil pump, required for assembly","","product_page",""
"10-0040","Chrome Nose Cone Cam Cover","https://www2.vtwinmfg.com/chrome-nose-cone-cam-cover.html","$195.50","25268-84A","FXST 1984-1992 | FLST 1986-1992 | FLT 1979-1992 | FXD 1991-1992 | FX 1973-1984 | FL 1973-1984 | FXR 1982-1992","Cam cover features installed bushings. Cover includes seal, gaskets and mounting screws.","1 - EA","Chrome","Motorshop","Imported","34","","","","product_page",""
"10-0065","8-Finned Knucklehead Cam Cover Die Cast","https://www2.vtwinmfg.com/8-finned-cam-cover.html","$266.69","25216-36","EL 1936-1947 | FL 1941-1947","8-finned cam cover includes bushings and breather pipe with a stock die cast finish. Cam cover bushings must be checked and fitted (reamed) for final assembly. Check end play as well. Make sure oil passages and oil feed holes in bushings are clear. Tapered screw holes may require a deeper counter sink, check with screw head before installation.                                                                          *NOTE: Check oil passage (drilled hole) into bronze bushings, either on existing bushings or when replacing bushings.                                                                                                     Generator holes for 32E 6 volt 2 brush generators are 1/4"" on Pre-1957 models and 5/16"" on 1958-1969 models.","1 - EA","Natural","Motorshop","Imported","503","","*NOTE: Final reaming for fit should be completed with cover on the right side case, reamed from the left side.","","product_page",""
"10-0066","8-Finned Panhead Cam Cover Natural","https://www2.vtwinmfg.com/8-finned-cam-cover-1.html","$223.85","25216-48","FL 1948-1953 | EL 1948-1953","Cam cover includes bushings and breather pipe. 8-finned cover has a natural finish. The bushings are for the early pinion shaft. Cam cover accepts 1/4""-24 generator screws. Cam cover bushings must be checked and fitted (reamed) for final assembly. Check end play as well. Make sure oil passages and oil feed holes in bushings are clear. Tapered  screw holes may require a deeper counter sink, check with screw head before installation. For final fit, the cover must be reamed to make the bushing inner diameter in line with bearing in the right hand case. *NOTE: Check oil passage (drilled hole) into bronze bushings, either on  existing bushings or when replacing bushings.                                                      Generator holes for 32E 6 volt 2 brush generators are 1/4"" on Pre-1957 models and 5/16"" on 1958-1969 models.","1 - EA","Natural","Motorshop","Imported","503","","*NOTE: Final reaming for fit should be completed with cover on the right side case, reamed from the left side.","","product_page",""
"10-0077","Flatside Smooth Style Cast Cam Cover","https://www2.vtwinmfg.com/flatside-smooth-style-cast-cam-cover.html","$288.36","25216-65","FL 1963-1965","Cast finish smooth style accepts oil passage bolt. Cover features natural cast finish, as original! For overhead oiling systems. Cam cover bushings must be checked and fitted (reamed) for final assembly. Check end play as well. Make sure oil passages and oil feed holes in bushings are clear. Tapered screw holes may require a deeper counter sink, check with screw head before installation. May require some modification for proper fitment.                         *NOTE: Check oil passage (drilled hole) into bronze bushings, either on existing bushings or when replacing bushings.                                               *NOTE: Order oil passage bolt and cam cover screws separately.                                                                       Generator holes for 32E 6 volt 2 brush generators are 1/4"" on Pre-1957 models and 5/16"" on 1958-1969 models.","1 - EA","Natural","Motorshop","Imported","503","","Suggested to use with #9795-12 Cam Cover Screw Kit Cadmium. *NOTE: Final reaming for fit should be completed with cover on the right side case, reamed from the left side.","","product_page",""
"10-0079","Smooth Flatside Style Cast Cam Cover","https://www2.vtwinmfg.com/flatside-style-smooth-cast-cam-cover.html","$269.46","25216-66","FL 1966-1969","Replica cast cam cover flatside style constructed of natural aluminum with bushings installed. Cover features natural cast finish, as original! For Shovelhead models. Cam cover bushings must be checked and fitted (reamed) for final assembly. Check end play as well. Make sure oil passages and oil feed holes in bushings are clear. Tapered screw holes may require a deeper counter sink, check with screw head before installation. *NOTE: Check oil passage (drilled hole) into bronze bushings, either on existing bushings or when replacing bushings. Cover may be machined for OHO(overhead oiler) screw, as flatside smooth style cast cam cover is OHO type and required    oil feed bolt.                                      Generator holes for 32E 6 volt 2 brush generators are 1/4"" on Pre-1957 models and 5/16"" on 1958-1969 models. *NOTE: Not drilled for oil passage bolt.","1 - EA","Natural","Motorshop","Imported","510","","*NOTE: Final reaming for fit should be completed with cover on the right side case, reamed from the left side.","","product_page",""
"10-0088","Polished Nose Cone Cam Cover","https://www2.vtwinmfg.com/polished-nose-cone-cam-cover.html","$210.80","25268-84A","FXST 1984-1992 | FLST 1986-1992 | FLT 1979-1992 | FXD 1991-1992 | FX 1973-1984 | FL 1973-1984 | FXR 1982-1992","Cam cover features bushings installed. Comes with mounting screws, gasket and seal.","1 - EA","Polished","Motorshop","Imported","34","","","","product_page",""
"10-0090","Polished Nose Cone Cam Cover","https://www2.vtwinmfg.com/polished-nose-cone-cam-cover-1.html","$194.15","","FX 1971-1973 | FL 1970-1973","Cam Cover fits 1970-1973 Big Twin with side oiling pinion shaft with seal. Cover is installed with bushings.","1 - EA","Polished","Motorshop","Imported","511","","","{""Measurements"": ""Small Bushing: .523\"" Large Bushing: .9115\"""", ""Small Bushing: .523\"""": ""Large Bushing: .9115\""""}","product_page",""
"10-0095","Chrome Tappet Block Set","https://www2.vtwinmfg.com/chrome-tappet-block-set.html","$211.92","18600-66B","FLT 1979-1983 | FX 1971-1984 | FL 1948-1984 | FXR 1982-1983","Front and rear cast iron tappet block. Set is sold in a quanity of 2. Order gasket kit and seals separately.","1 - SET","Chrome","Motorshop","Imported","519","","","","product_page",""
"10-0104","Knucklehead Engine Case Set","https://www2.vtwinmfg.com/knucklehead-engine-case-set.html","$1,522.21","","FL 1941-1947 | EL 1937-1947","Motor case set features a blank number boss, there are no serial numbers on the case. Sold with Bill of Sale only. Oil from top end returns through pushrod tubes. Does not return through cylinder base. Case accepts loose roller bearings on the sprocket and pinion shaft side. Case set required line lapping of the main case races. Order case race available separately. Case set is designed for replacement of the original cases. Case sets do not include pinion and sprocket shaft races.                                                                                                                                 *NOTE: Case races should be line bored to 1.500"" to accept standard rollers. Use 2 gaskets when mounting the oil pump body for proper clearance.  **NOTE: Numeral ""7"" stamped on rear motor mount halves, to denote 74 cubic inch. Builder may stamp these numbers in. *NOTE: Must order the following required components separately: cam, distributor gear, breather gear, pump and bushing.","1 - SET","","Motorshop","Imported","531","","*NOTE: To confirm the main bearing fitment clearance, you   must take the standard bearing measurement and multiply it  by 2, then add that answer to the left side sprocket shaft meaurement. For example, the standard bearing measures .250,multiplied by 2 equals .500. The left side sprocket shaft   measures 1.000, adding them together you get 1.500, which means you're running 1.501 fitment with .001 clearance. Required to use with #10-8215 Lightning Knucklehead Cam     Shaft. Required to use with #12-1502 Distributor Drive Gear. Required to use with #12-1947 Replica Oil Pump Assembly. Required to use with #10-0714 Cam Case Bushing.","","product_page",""
"10-0110","Chrome Nose Cone Cam Cover","https://www2.vtwinmfg.com/chrome-nose-cone-cam-cover-2.html","$223.85","25218-70","FX 1971-1973 | FL 1970-1973","Cam cover includes installed bushings and seal. For use on models with a side oiling pinion shaft.","1 - EA","Chrome","Motorshop","Imported","511","","","","product_page",""
"10-0126","Panhead 4-Finned Cam Cover Chrome","https://www2.vtwinmfg.com/chrome-forge-steel-cam-cover.html","$320.16","25216-58","FL 1954-1962","Panhead cam cover for Big Twin models includes installed cam bushings and is constructed of forged aluminum steel with a chrome finish and a 4-finned design. Cam cover bushings must be checked and fitted (reamed) for final assembly. Include 1954-62 type pinion bushing OEM#25585-54. Check end play as well. *NOTE: Builder can use a cam cover and change the cam bushing. *NOTE: Check oil passage (drilled hole) into bronze bushings, either on existing bushings or when replacing bushings. Genarator holes are drilled 5/16"" for 2 brush generators.","1 - EA","Chrome","Motorshop","Imported","510","","*NOTE: Final reaming for fit should be completed with cover on the right side case, reamed from the left side.","","product_page",""
"10-0127","1-Hole Sifton Crank Pin","https://www2.vtwinmfg.com/2-hole-sifton-crank-pin.html","$31.56","23960-29A","G 1933-1973 | W 1929-1952","Sifton 1-hole crank pin is made of 8620 steel with a heat treatment depth of .062"". You must align oil feed in flywheels with crank pin. OEM uses two different flywheels so oil feed hole locations may differ, this crank pin includes two oiling feed holes to fit both the early and later flywheels. The distance measured from the edge, not including threads, is 2.505"".                                                                                                                                                                                                                        *NOTE: Must order nut kit separately.","1 - EA","","Sifton","Imported","812","","*NOTE: Oil holes right side feed hole, flywheels are keyed  on left side. Center timing to key. Key 12 o'clock oil feed at 8 o'clock.","{""Measurements"": ""Diameter: .9960""}","product_page",""
"10-0135","2-Hole Magnum Crank Pin","https://www2.vtwinmfg.com/2-hole-magnum-crank-pin.html","$72.85","23961-41","FL 1941-1980 | FX 1971-1980","Magnum crank pin is made from 8620 steel with .062 heat treated penetration. Crank pin is 2-hole type.","1 - EA","","Motorshop","Imported","499","","","","product_page",""
"10-0142","Connecting Rod Assembly","https://www2.vtwinmfg.com/connecting-rod-assembly.html","$293.70","24275-86B","XL 1986-1999 Evolution","Assembly includes new rods, crank pin, nuts, cages and standard rollers fitted and assembled. Piston pin bushings are installed and honed for stock wrist pin.","1 - SET","","Motorshop","Imported","857","","","{""Measurements"": ""Overall Length: 8-5/8\"" Center To Center: 6-7/8\"""", ""Overall Length: 8-5/8\"""": ""Center To Center: 6-7/8\""""}","product_page",""
"10-0152","Connecting Rod Roller Bearing Set Standard","https://www2.vtwinmfg.com/connecting-rod-roller-bearing-set-standard-1.html","$43.44","","UL 1941-1948 | FX 1971-1972 | FL 1941-1972","Torrington bearing set is standard size with 18 long and 36 short rollers. Roller bearing set supplies enough rollers for application only for use with steel cages.","1 - KIT","","Motorshop","USA","498","","","{""Measurements"": ""Long Diameter: .6614 Short Diameter: .3299"", ""Long Diameter: .6614"": ""Short Diameter: .3299""}","product_page",""
"10-0160","Connecting Rod Roller Bearing Set Standard","https://www2.vtwinmfg.com/connecting-rod-roller-bearing-set-standard-2.html","$22.57","","K 1952-1956 | XL 1957-1986 Early 1986","Set is standard size and contains 17 long and 34 short rollers for use with alloy cages.","1 - KIT","","Motorshop","USA","857","","","","product_page",""
"10-0162","Connecting Rod Roller Bearing Set .0004","https://www2.vtwinmfg.com/connecting-rod-roller-bearing-set-0004-2.html","$25.38","","K 1952-1956 | XL 1957-1986 Early 1986","Set is .0004 oversize and contains 17 long and 34 short rollers for use with alloy cages.","1 - KIT","","Motorshop","USA","857","10-0068 - 4-Fin Panhead Cam Cover Cast","","","product_page",""
"10-0163","Connecting Rod Roller Bearing Set .0006","https://www2.vtwinmfg.com/connecting-rod-roller-bearing-set-0006-2.html","$25.38","","K 1952-1956 | XL 1957-1986 Early 1986","Bearing set .0006 oversize and contains 17 long and 34 short rollers for use with alloy cages.","1 - KIT","","Motorshop","USA","857","","","","product_page",""
"10-0164","Connecting Rod Roller Bearing Set .0008","https://www2.vtwinmfg.com/connecting-rod-roller-bearing-set-0008-2.html","$25.38","","K 1952-1956 | XL 1957-1986 Early 1986","Bearing set .0008 oversize and contains 17 long and 34 short rollers for use with alloy cages.","1 - KIT","","Motorshop","USA","857","","","","product_page",""
"10-0173","Connecting Rod Assembly","https://www2.vtwinmfg.com/connecting-rod-assembly-1.html","$327.52","24281-41A","FX 1971-1973 | FL 1941-1973","Includes new rods, crank pin, nuts, alloy cages and standard rollers fitted and assembled. Piston pin bushings are installed and honed for stock wirst pin.","1 - KIT","","Motorshop","USA","498","","","{""Measurements"": ""Rod Length: 7.468\""""}","product_page",""
"10-0174","Connecting Rod Assembly","https://www2.vtwinmfg.com/connecting-rod-assembly-2.html","$293.70","24281-74A","FX 1974-1981 | FL 1974-1981","Includes new rods, crank pin, nuts, alloy cages and standard rollers fitted and assembled. Piston pin bushings are installed and honed for stock wirst pin.","1 - SET","","Motorshop","Imported","498","","","{""Measurements"": ""Rod Length: 7.437\""""}","product_page",""
"10-0182","Replica Polished Tappet Block Set","https://www2.vtwinmfg.com/replica-polished-tappet-block-set.html","$154.66","18607-57","XL 1957-1985","Replica tappet block 4 piece set for 1957-1984 in polished finish.","1 - SET","Polished","Motorshop","Imported","859","","","","product_page",""
"10-0183","Crank Pin Nut and Lock Kit","https://www2.vtwinmfg.com/crank-pin-nut-and-lock-kit.html","$28.88","23967-79","XL 1957-1981","Kit includes 2 nuts, 2 locks, and mount screws.","1 - KIT","","Eastern","USA","857","12-0522 - Crank Pin Nut Set 12-0604 - Jims Crank Pin Nut Set 1"" x 20 17-0914 - Crank Pin Nut Lock Plate","","","product_page",""
"10-0186","Connecting Rod Assembly","https://www2.vtwinmfg.com/connecting-rod-assembly-5.html","$340.96","24277-37","EL 1936-1952","Includes new rods, crank pin, nuts, cages and standard roller fitted and assembled. Rod set includes step-crank pin for use in OEM flyweels. Piston pin bushings are installed and honed for stock wirst pin.","1 - SET","","Motorshop","USA","498","10-0131 - 3-Hole Crank Pin 10-0756 - Connecting Rod Wrist Pin Bushing Set 10-0138 - Connecting Rod Race Set 10-0141 - Connecting Rod Roller Bearing Set with Cages","","{""Measurements"": ""Rod Length: 7.468\""""}","product_page",""
"10-0190","","","","","","","","","","","","","","","not_found",""
"10-0198","Sifton Hydraulic Tappet Unit","https://www2.vtwinmfg.com/sifton-hydraulic-tappet-unit.html","$208.23","17920-53","FLT 1979-1983 | FX 1971-1984 | FXR 1982-1983 | FL 1953-1984","Inserts are precision machined and designed to meet OEM specifications to ensure that the valve train operates with zero clearance to eliminate the need for periodic adjustment of valve clearance. Sold as a set of 4.","1 - SET","","Sifton","Imported","516","10-0277 - Hydraulic Tappet Unit Set","","","product_page",""
"10-0199","Sifton Hydraulic Tappet Unit","https://www2.vtwinmfg.com/sifton-hydraulic-tappet-unit-1.html","$70.92","17920-53","FLT 1979-1983 | FX 1971-1984 | FXR 1982-1983 | FL 1953-1984","Inserts are precision machined and designed to meet OEM specifications to ensure that the valve train operates with zero clearance to eliminate the need for periodic adjustment of valve clearance.","1 - EA","","Sifton","Imported","516","","","","product_page",""
"10-0200","Pinion Right Side Case Race Standard","https://www2.vtwinmfg.com/pinion-right-side-case-race-standard.html","$74.92","24585-57","XL 1957-1976","Machined and ground to factory specifications.","1 - EA","","Eastern","USA","858","","","","product_page",""
"10-0201","Pinion Right Side Case Race .002","https://www2.vtwinmfg.com/pinion-right-side-case-race-002.html","$74.92","","XL 1957-1976","Machined and ground to factory specifications.","1 - EA","","Eastern","USA","858","","","","product_page",""
"10-0203","Pinion Right Side Case Race .010","https://www2.vtwinmfg.com/pinion-right-side-case-race-010.html","$61.39","24585-80","XL 1957-1976","Machined and ground to factory specifications.","1 - EA","","Eastern","USA","858","","","","product_page",""
"10-0218","Right Side Case Race Standard","https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/right-side-case-race-standard.html","$67.42","24585-39","G 1939-1973 | WL 1939-1952","Machined and ground to factory specifications.","1 - EA","","Eastern","USA","813","","","{""Measurements"": ""Inner Diameter: 1.3657\""""}","product_page",""
"10-0221","Left Side Case Race Standard","https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/left-side-case-race-standard.html","$63.35","24610-39","G 1939-1973 | WL 1939-1952","Machined and ground to factory specifications.","1 - EA","","Eastern","USA","813","","","","product_page",""
"10-0238","Standard Case Race Left Side","https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/standard-case-race-left-side.html","$154.84","24610-39","G 1939-1973 | WL 1939-1952","Left side case race is machined and ground to factory specifications. Race has an outer diameter of 1.753"".","1 - EA","","Jims","USA","813","","","","product_page",""
"10-0252","Jims Pinion Right Side Case Race Standard","https://www2.vtwinmfg.com/jims-pinion-right-side-case-race-standard-3.html","$161.86","24585-57","XL 1957-1976","Standard right side case race is machined and ground to factory specifications. race has an outer diameter of 1.7515 "".","1 - EA","","Jims","USA","858","","","","product_page",""
"10-0255","Right Side Case Race Standard","https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/right-side-case-race-standard-1.html","$156.19","24585-39","G 1939-1973 | WL 1939-1952","Standard right side case race is machined and ground to factory specifications. Race has an outer diameter of 1.753"" .","1 - EA","","Jims","USA","813","","","","product_page",""
"10-0260","S&S Connecting Rod Set Heavy Duty","https://www2.vtwinmfg.com/s-s-connecting-rod-set-heavy-duty-2.html","$558.32","","FL 1941-1981 | FX 1971-1981","Set is a heavy duty replacement and includes wrist pin bushings, rod races, matched rods, pins, rollers, cages and nuts for stock or stroker models. These are prefitted and do not require honing.","1 - KIT","","S&S Cycle","USA","498","","","","product_page",""
"10-0277","Hydraulic Tappet Unit Set","https://www2.vtwinmfg.com/hydraulic-tappet-unit-set.html","$150.22","17920-53","FLT 1979-1983 | FX 1971-1984 | FXR 1982-1983 | FL 1953-1984","Replica inserts are precision machined. For stock hydraulic roller tappet replacements.","1 - SET","","Motorshop","Imported","516","","","","product_page",""
"10-0315","Replica Hydraulic Tappet Set","https://www2.vtwinmfg.com/classic_pre_1984/engine/tappet.html/replica-hydraulic-tappet-set.html","$183.35","18522-53S","FX 1971-1984 | FXR 1982-1983 | FLT 1979-1986 | FL 1953-1984","Four piece replica hydraulic tappet set assembly has roller and pin installed. The outside diameter is 0.731"".","1 - SET","","Motorshop","Imported","516","","","","product_page",""
"10-0316","Flatside Shovelhead Cam Case Kit","https://www2.vtwinmfg.com/cam-chest-assembly-kit-shovelhead.html","$975.73","","FLH 1966-1969","Flatside Shovelhead cam case kit includes a cast finish cam cover and all internal parts for assembly. Accept Overhead oiler configuration. Cover is drilled for oil feed lines screw. Cam cover is natural as cast finish. NOTE: Check the pinion and cam gears tolerance during assembly.","1 - KIT","","Motorshop","Imported","511","10-0079 - Smooth Flatside Style Cast Cam Cover 10-8168 - Replica Sifton FLH Cam 12-1275 - Pinion Shaft Yellow Size Gear 12-1536 - Cam Chest Breather Valve Kit Standard Size","","","product_page",""
"10-0317","Cam Chest Assembly Kit Panhead","https://www2.vtwinmfg.com/cam-chest-assembly-kit-panhead.html","$620.18","","FL 1948-1953","Panhead cam chest kit includes a natural finish 8-finned cam cover and all internal parts. NOTE: Check the pinion and cam gears tolerance during assembly.","1 - KIT","","Motorshop","Imported","511","12-0915 - Idler and Circuit Breaker Snap Ring 10-8213 - Pan Lightning FL Cam 12-1397 - Cam Chest Idler Gear 12-1399 - Cam Chest Pinion Gear","","","product_page",""
"10-0318","Cam Chest Assembly Kit Panhead","https://www2.vtwinmfg.com/cam-chest-assembly-kit-panhead-1.html","$839.94","","FL 1954-1962","Panhead cam chest kit includes a natural finish cam cover and all internal parts. Assembly features a keyway slot. NOTE: Check the pinion and cam gears tolerance during assembly.","1 - KIT","","Motorshop","Imported","511","","","","product_page",""
"10-0333","Hydraulic Tappet Unit Set","https://www2.vtwinmfg.com/hydraulic-tappet-unit-set-1.html","$79.72","17920-53","FLT 1979-1983 | FX 1971-1984 | FXR 1982-1983 | FL 1953-1984","Replica inserts are precision machined. This is a four piece set.","1 - SET","","Motorshop","Imported","516","","","","product_page",""
"10-0336","Crank Pin Nut and Lock Kit","https://www2.vtwinmfg.com/crank-pin-nut-and-lock-kit-2.html","$30.29","","FL 1941-1953","Includes 2 nuts, 2 locks, and mount screws. Nuts and locks are also available separately.","1 - KIT","","Motorshop","USA","499","12-0573 - Crank Pin Nut Set 17-0914 - Crank Pin Nut Lock Plate","","","product_page",""
"10-0337","Crank Pin Nut and Lock Kit","https://www2.vtwinmfg.com/crank-pin-nut-and-lock-kit-3.html","$29.66","","G 1937-1973 | WL 1937-1952","Includes 2 nuts, 2 locks, and mount screws. Nuts and locks are also available separately","1 - KIT","","Eastern","USA","813","","","","product_page",""
"10-0346","Extreme Heavy Duty Left Side Main Bearing Kit","https://www2.vtwinmfg.com/extreme-heavy-duty-left-side-main-bearing-kit.html","$101.41","24004-03B","FXST 2003-2017 | FLT 2003-UP | FXD 2003-2017 | FLST 2003-2017","Extreme duty left side main bearing kit is for all 2003-UP Twin Cam and M8 models. Includes bearing, spacer, thrust washers and snap ring. When high-performance engine modifications are made, the increased torque is transferred via the crankshaft to the drive system, putting a significantly higher load on the bearing. The extreme duty bearing is case hardened on the inner and outer race to provide increased load capacity and enhanced durability in high-torque applications. Installed in the left side of the crank case and supports the output shaft to the primary drive system.","1 - KIT","","Eastern","USA","165","","","{""Type"": ""Sprocket Shaft""}","product_page",""
"10-0349","Knucklehead Cam Chest Assembly Kit","https://www2.vtwinmfg.com/knucklehead-cam-chest-assembly-kit.html","$1,187.38","","EL 1936-1936","V-Twin Knucklehead cam chest assembly kit includes internal Big Twin replacement type parts for years listed, including a Sifton cam, Replica cam cover and hardware.","1 - KIT","","V-Twin","Imported","511","10-0629 - Lightning Cam Chest Assembly Kit Knucklehead 10-1936 - Replica Cast Cam Cover 9621-12 - Cam Cover Screw Kit Parkerized","","","product_page",""
"10-0369","Tappet Block Set","https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/tappet-block-set.html","$215.90","18612-39","UL 1939-1948","Zinc plated non-threaded front and rear tappet block set. Set includes 2 front and 2 rear.","4 - SET","","Motorshop","Imported","818","49-0793 - Front Unhoned Tappet Block Set Zinc 49-0797 - Zinc Plated Side Valve Rear Tappet Block Set","","","product_page",""
"10-0398","Motor Sprocket Shaft","https://www2.vtwinmfg.com/motor-sprocket-shaft.html","$67.41","24001-56","FL 1956-1964","Sifton Brand motor sprocket shaft features precision ground outer diameter with accurately milled spline!","1 - EA","","Motorshop","Imported","500","","","","product_page",""
"10-0399","Engine Pinion Shaft with Race","https://www2.vtwinmfg.com/engine-pinion-shaft-with-race.html","$113.02","24005-80","XL 1981-1985","Precision ground for correct fitment.","1 - EA","","Eastern","USA","858","","","","product_page",""
"10-0400","Engine Pinion Shaft","https://www2.vtwinmfg.com/engine-pinion-shaft.html","$113.31","24006-39","FL 1941-1953 | EL 1939-1940","Precision ground for correct fitment. *NOTE: Check spline timing in relation to key way slot. Turn shaft so that the key way slot is at 12 o'clock on shaft. Oil hole and large spline should be at the 3 o'clock position before installing in flywheel for final assembly.","1 - EA","","Eastern","USA","501","","","","product_page",""
"10-0401","Engine Pinion Shaft","https://www2.vtwinmfg.com/engine-pinion-shaft-1.html","$115.91","24006-54A","FL 1954-1957","Precision ground for correct fitment.","1 - EA","","Eastern","USA","501","","","","product_page",""
"10-0402","Engine Pinion Shaft","https://www2.vtwinmfg.com/engine-pinion-shaft-2.html","$115.91","24006-58","FL 1958-1972 | FX 1971-1972","Precision ground for correct fitment. *NOTE: Must order key oil pump gear and key pinion gear separately.","1 - EA","","Eastern","USA","501","","Suggested to use with #12-0200 Motor Sprocket Shaft Key. Suggested to use with #12-0202 Pinion Gear Shaft Key.","","product_page",""
"10-0405","Engine Pinion Shaft with Race","https://www2.vtwinmfg.com/engine-pinion-shaft-with-race-1.html","$92.45","24008-75A","XL 1977-1981 Early 1981","Precision ground for correct fitment.","1 - EA","","Eastern","USA","858","","","","product_page",""
"10-0407","Engine Pinion Shaft","https://www2.vtwinmfg.com/engine-pinion-shaft-5.html","$132.91","24006-37","UL 1937-1948 74"" and 80""","Precision ground for correct fitment.","1 - EA","","Eastern","USA","815","","","","product_page",""
"10-0410","Engine Sprocket Shaft","https://www2.vtwinmfg.com/engine-sprocket-shaft.html","$115.91","24001-30","FL 1941-1954 | VL 1930-1936 | UL 1937-1948 | EL 1936-1952","Eastern sprocket shaft for 1930-1954 Big Twin 61"" and 74"" are machined and hardened to factory specifications.","1 - EA","","Eastern","USA","500","","","","product_page",""
"11-1298","TC-88 Pushrod Cover Set Chrome","https://www2.vtwinmfg.com/tc-88-pushrod-cover-set-chrome.html","$105.76","","FXST 1999-2017 | FLST 1999-2017 | FLT 1999-2016","Chrome pushrod cover set for TC-88 models.","1 - SET","","V-Twin","Imported","","","","","product_page",""
"10-0415","Engine Sprocket Shaft","https://www2.vtwinmfg.com/engine-sprocket-shaft-5.html","$132.91","24001-72","FL 1972-1981 | FX 1972-1981","Machined and hardened to factory specifications. *NOTE: Without key.","1 - EA","","Eastern","USA","500","","","","product_page",""
"10-0420","Engine Sprocket Shaft","https://www2.vtwinmfg.com/engine-sprocket-shaft-7.html","$77.10","24000-57","XL 1957-1976","Sprocket shaft are machined and hardened to factory specifications.","1 - EA","","Eastern","USA","860","","","","product_page",""
"10-0427","Sprocket Shaft Spacer","https://www2.vtwinmfg.com/sprocket-shaft-spacer.html","$23.06","24002-70","FXD 1991-1998 | FXST 1984-2000 | FX 1971-1984 | FL 1970-1984 | FLT 1979-1996 | FLST 1986-2000 | FXR 1982-1994","Replace your worn out sprocket shaft spacer. *NOTE: Tapered bearing shims for final assembly are available separately.","1 - EA","","Motorshop","Imported","168","","","{""Measurements"": ""Length: .671\""""}","product_page",""
"10-0428","Sprocket Shaft Spacer Shim Set","https://www2.vtwinmfg.com/sprocket-shaft-spacers.html","$47.90","24032-70","FXD 1991-1998 | FXST 1984-1998 | FX 1971-1984 | FL 1970-1984 | FLST 1986-1998 | FXR 1982-1994 | FLT 1979-1998","Sprocket shaft spacer shim set includes one of each of the following sizes: .060, .090, .120, .150, .180, .210. Sold as a set of six.","1 - SET","","Motorshop","Imported","168","10-0442 - Sprocket Shaft Spacer .060 10-0443 - Sprocket Shaft Spacer .090 10-0444 - Sprocket Shaft Spacer .120 10-0445 - Sprocket Shaft Spacer .150","","","product_page",""
"10-0429","Left Case Oil Slinger","https://www2.vtwinmfg.com/left-case-oil-slinger.html","$25.36","24776-40","FL 1940-1954","Big Twin Internal left bearing end spacer","1 - EA","","Motorshop","Imported","500","","","","product_page",""
"10-0433","45"" WL Replica Pinion Shaft","https://www2.vtwinmfg.com/45-wl-replica-pinion-shaft.html","$64.68","24005-37","G 1937-1973 | WL 1937-1952","Replica pinion shaft is machined and ground to factory specifications.","1 - EA","","Motorshop","Imported","815","","","","product_page",""
"10-0440","Engine Sprocket Shaft with 6° Taper","https://www2.vtwinmfg.com/engine-sprocket-shaft-with-6-taper-1.html","$40.38","23909-80","FLST 1986 | FL 1981-1984 | FXST 1984-1986 | FXR 1982-1986 | FX 1981-1984 | FLT 1979-1986","Machined and hardened to factory specifications. *NOTE: Without key.","1 - EA","","Motorshop","Imported","169","","","","product_page",""
"10-0441","Overhead Valve Engine Pinion Shaft","https://www2.vtwinmfg.com/engine-pinion-shaft-9.html","$91.56","24006-39","FL 1941-1953 | EL 1939-1940","Machined and ground to factory specifications. *NOTE: Check spline timing in relation to key way, 12 o'clock on top, and oil hole, large spline at 3 o'clock, before installing in flywheel for final assembly and truing of flywheels.","1 - EA","","Motorshop","Imported","501","","","","product_page",""
"10-0449","45"" WL Engine Pinion Shaft","https://www2.vtwinmfg.com/45-wl-engine-pinion-shaft.html","$132.91","24005-37","G 1937-1973 | WL 1937-1952","Precision ground for correct fitment.","1 - EA","","Eastern","USA","815","","","","product_page",""
"10-0455","S&S Engine 6° Taper Sprocket Shaft","https://www2.vtwinmfg.com/s-s-engine-6-taper-sprocket-shaft-1.html","$165.96","","Replacement for 1970-UP Big Twin models","Shaft is machined and hardened to factory specifications. Includes nut and key. Shaft is designed to fit late model type flywheels with a 6° taper. For use in S&S SE or SL flywheels only.","1 - EA","","S&S Cycle","USA","500","","Suggested to use with #10-1126 Replica 3.968"" Stroke        Flywheel Set.","","product_page",""
"10-0463","Sprocket Shaft Spacer Left Side","https://www2.vtwinmfg.com/sprocket-spacer-left-side-2.html","$37.17","24038-99A","FXD 1999-2002","Left side sprocket shaft spacer for TC-88.","1 - EA","","Eastern","USA","168","","","","product_page",""
