normalized_part_number,bucket,member_count,distinct_real_canonical_ids,canonical_ids,skus
78403,multiple_real,2,2,153335|168316,VT-32-1444|VT-15-8403
78405,multiple_real,2,2,153360|168317,VT-32-1479|VT-15-8405
PS500,multiple_real,2,2,113225|146528,22145002|VT-19-0561
BDL371441,multiple_real,2,2,114854|146678,DS360012|VT-20-0103
40243,multiple_real,2,2,153455|158302,VT-32-1652|VT-37-8342
PS250,multiple_real,2,2,116385|146532,22145001|VT-19-0568
353,multiple_real,2,2,103979|149670,17420108|VT-25-2200
PS1000,multiple_real,2,2,92751|146534,22145004|VT-19-0570
E250091BT4,multiple_real,2,2,153594|118616,VT-32-1909|21130667
76157,multiple_real,2,2,101467|167713,08040290|VT-15-0369
801005,multiple_real,3,3,153795|140385|98360,VT-32-5122|WPS-280-1005|801005
78191,multiple_real,2,2,122446|163283,14050285|VT-50-0536
76401,multiple_real,2,2,123401|144337,08020327|VT-15-0389
71375,multiple_real,2,2,153943|172910,VT-32-7521|VT-32-0416
BDL30853BE,multiple_real,2,2,116404|146677,DS360008|VT-20-0102
112338P,multiple_real,2,2,109695|156647,10030195|VT-35-0151
DC11,multiple_real,2,2,153981|117816,VT-32-7789|DC11
1062011,multiple_real,2,2,125295|156979,10030237|VT-35-0924
W5752,multiple_real,2,2,143735|102941,VT-11-9774|W5752
15410BN,multiple_real,2,2,154140|173098,VT-32-8999|VT-32-0967
370492,multiple_real,2,2,119416|152962,06160205|VT-32-0264
NU3422,multiple_real,2,2,91022|174181,DS289505|VT-34-0909
202061M,multiple_real,2,2,143248|121089,VT-11-2332|09262288
120203,multiple_real,2,2,154526|104366,VT-33-0616|09066318
41216,multiple_real,2,2,154545|172774,VT-33-0656|VT-32-0053
71140,multiple_real,2,2,167109|159955,VT-13-9174|VT-40-7114
78480,multiple_real,2,2,154933|144849,VT-33-1558|VT-15-8480
ABIG7B2B,multiple_real,2,2,154943|134843,VT-33-1574|WPS-227-0031
161273,multiple_real,2,2,154969|97810,VT-33-1605|20100744
78416,multiple_real,2,2,154989|168326,VT-33-1632|VT-15-8416
78413,multiple_real,2,2,154991|168325,VT-33-1634|VT-15-8413
78533,multiple_real,2,2,155003|168367,VT-33-1649|VT-15-8533
78534,multiple_real,2,2,155004|168368,VT-33-1650|VT-15-8534
77415,multiple_real,2,2,144686|172054,VT-15-7415|VT-28-0761
70117,multiple_real,2,2,155313|173984,VT-33-2271|VT-33-1961
170023A,multiple_real,2,2,146214|91473,VT-18-3236|11312180
202033,multiple_real,2,2,142716|126384,VT-11-0961|WPS-191-57020
96829,multiple_real,2,2,149320|158220,VT-25-0470|VT-37-6829
NHCXDB12,multiple_real,2,2,153828|98880,VT-32-6662|21200227
78119,multiple_real,2,2,142333|179350,VT-10-8213|VT-10-8168
C770071,multiple_real,2,2,141133|118358,WPS-820-2618|15100092
826H.HS,multiple_real,2,2,148344|94645,VT-23-4561|17211772
77710,multiple_real,2,2,155947|166258,VT-34-1081|VT-15-7710
351,multiple_real,3,3,149674|173320|111690,VT-25-2204|VT-32-3510|17420106
352,multiple_real,2,2,149675|118676,VT-25-2205|17420107
47123,multiple_real,2,2,149915|96710,VT-26-0786|17411676
62336,multiple_real,2,2,149937|149849,VT-26-0886|VT-26-0377
77399,multiple_real,2,2,156039|144673,VT-34-1333|VT-15-7399
70053A,multiple_real,2,2,150415|150402,VT-27-0950|VT-27-0917
9953,multiple_real,2,2,151697|91407,VT-30-1281|10220124
9952,multiple_real,2,2,151698|94037,VT-30-1282|10220123
0861478/54,multiple_real,2,2,151735|111957,VT-30-1417|18610914
78474,multiple_real,2,2,156681|144843,VT-35-0253|VT-15-8474
8115,multiple_real,2,2,152048|155478,VT-30-8115|VT-33-8115
77424,multiple_real,2,2,156780|144694,VT-35-0447|VT-15-7424
22732,multiple_real,2,2,128205|141271,WPS-59-9179|WPS-865-01041
JGI1736207,multiple_real,2,2,168165|99372,VT-15-1447|09342098
VT2712,multiple_real,3,2,102930|131410,WPS-VT2712|VT-11-9921|09030790
030091,multiple_real,2,2,141143|176229,WPS-820-2655|VT-40-0361
71139,multiple_real,2,2,159954|170816,VT-40-7113|VT-24-0120
78470,multiple_real,2,2,144839|158870,VT-15-8470|VT-38-0881
63400,multiple_real,2,2,161399|177653,VT-46-0255|VT-49-0805
471066,multiple_real,2,2,157324|91373,VT-35-4766|10090221
471072,multiple_real,3,2,157325|103246,VT-35-4772|WPS-24-71072|10090218
6311AH,multiple_real,2,2,157375|124195,VT-35-9089|07050552
68168,multiple_real,2,2,161825|130284,VT-48-0263|WPS-820-51309
000815,multiple_real,2,2,161884|128054,VT-48-0490|WPS-57-98021
86163,multiple_real,2,2,161989|155452,VT-48-1101|VT-33-6163
03010710,multiple_real,2,2,158240|130066,VT-37-7966|WPS-820-1178C
352066,multiple_real,2,2,158532|103880,VT-37-9547|24040985
C9692,multiple_real,2,2,144355|109487,VT-15-0479|09341355
70231,multiple_real,2,2,158587|152916,VT-38-0100|VT-32-0097
74489,multiple_real,2,2,163355|178607,VT-50-0929|VT-54-0153
78353,multiple_real,2,2,158705|168278,VT-38-0506|VT-15-8353
10518,multiple_real,2,2,132237|178357,WPS-38-1019|VT-50-2000
78575,multiple_real,2,2,158757|144869,VT-38-0620|VT-15-8575
78401,multiple_real,2,2,158777|168314,VT-38-0651|VT-15-8401
77402,multiple_real,2,2,158903|144675,VT-38-0943|VT-15-7402
78396,multiple_real,2,2,158911|144832,VT-38-0967|VT-15-8396
90105,multiple_real,2,2,159154|92913,VT-39-0067|24010501
9724,multiple_real,2,2,145473|145471,VT-16-9726|VT-16-9724
208800,multiple_real,2,2,169120|92726,VT-17-8503|11060057
40354,multiple_real,2,2,165301|94967,VT-73-354|20101498
41582,multiple_real,2,2,165335|97253,VT-7412-24|11321013
1013030005,multiple_real,2,2,92814|174885,DS223872|VT-36-2490
T216924WB,multiple_real,2,2,159311|97776,VT-39-0496|22100545
71485,multiple_real,2,2,159457|159437,VT-39-0985|VT-39-0932
2021255,multiple_real,2,2,132982|121065,WPS-191-27051|09500888
2021260,multiple_real,2,2,132983|105394,WPS-191-27052|09500889
87623,multiple_real,2,2,132999|93753,WPS-820-51404|09251162
63867,multiple_real,2,2,159523|159521,VT-40-0036|VT-40-0034
50225,multiple_real,2,2,159558|149631,VT-40-0106|VT-25-2021
50167Z,multiple_real,2,2,159565|159877,VT-40-0164|VT-40-1291
140002,multiple_real,2,2,159567|108555,VT-40-0172|07120379
78101,multiple_real,2,2,159592|159594,VT-40-0241|VT-40-0243
060163,multiple_real,2,2,140991|146329,WPS-70-6163|VT-19-0004
50189Z,multiple_real,2,2,159614|176386,VT-40-0286|VT-40-9983
120092,multiple_real,2,2,154321|109995,VT-33-0105|10120005
302843,multiple_real,2,2,136938|176812,WPS-820-70211|VT-43-0797
C770075,multiple_real,2,2,130171|163379,WPS-820-2622|VT-50-1130
7077,multiple_real,2,2,129589|148211,WPS-811-07077|VT-23-1736
306,multiple_real,2,2,103974|176786,17420048|VT-43-0360
NWR810020,multiple_real,2,2,138799|113084,WPS-850-09221|21201325
50226A,multiple_real,2,2,159884|159959,VT-40-1418|VT-40-9090
71305,multiple_real,2,2,160174|102884,VT-42-0290|10102887
342510,multiple_real,2,2,111254|122691,17103957|06510555
78427,multiple_real,2,2,160309|168333,VT-42-0788|VT-15-8427
9084,multiple_real,2,2,160389|166891,VT-42-1091|VT-12-4576
9963,multiple_real,2,2,160398|175237,VT-42-1100|VT-37-0520
9087,multiple_real,2,2,160411|160412,VT-42-1125|VT-42-1126
210241,multiple_real,2,2,147108|131530,VT-21-0253|WPS-820-50804
71033P,multiple_real,2,2,160481|160554,VT-42-1284|VT-42-1824
080350,multiple_real,2,2,127930|168590,WPS-57-80350|VT-16-1765
126055R,multiple_real,2,2,154716|155200,VT-33-1056|VT-33-1920
63002C,multiple_real,2,2,176944|176937,VT-44-0239|VT-44-0226
11161,multiple_real,2,2,140899|110182,WPS-681-5452|VT-12-0952
78503,multiple_real,2,2,160924|168361,VT-44-0441|VT-15-8503
CM4253,multiple_real,2,2,99138|162209,WPS-27-M425|VT-48-1755
P8859,multiple_real,2,2,130885|99101,WPS-830-1069|DS175011
WT001B,multiple_real,2,2,162952|162951,VT-49-2493|VT-49-2492
77350,multiple_real,2,2,161085|166022,VT-44-0974|VT-15-7350
71588,multiple_real,2,2,161285|106515,VT-45-0752|02100426
CM419,multiple_real,2,2,104448|161905,WPS-27-M419|VT-48-0587
77836,multiple_real,2,2,148878|167519,VT-24-1173|VT-14-7836
76161,multiple_real,2,2,127885|167666,WPS-57-6213|VT-15-0268
JGI3490105K,multiple_real,2,2,144566|120800,VT-15-1396|09341621
77316,multiple_real,2,2,144654|176136,VT-15-7316|VT-39-0654
503,multiple_real,2,2,149733|151825,VT-25-5030|VT-30-1909
600077,multiple_real,2,2,155654|115552,VT-34-0306|10102842
CM4242,multiple_real,2,2,162183|99198,VT-48-1711|WPS-27-M424
JGI3490179K,multiple_real,2,2,120842|167897,DS174954|VT-15-0869
CM4223,multiple_real,2,2,162207|99115,VT-48-1753|WPS-27-M422
CM254,multiple_real,2,2,162214|126808,VT-48-1763|WPS-27-M254
206595B,multiple_real,2,2,154817|154419,VT-33-1290|VT-33-0334
78393,multiple_real,2,2,154984|168310,VT-33-1624|VT-15-8393
78473,multiple_real,2,2,154997|144842,VT-33-1640|VT-15-8473
77758,multiple_real,2,2,162482|168254,VT-49-0380|VT-15-7758
600001,multiple_real,2,2,155656|95263,VT-34-0309|10102639
61000675,multiple_real,2,2,175911|175935,VT-38-0557|VT-38-0868
77769,multiple_real,2,2,144716|156995,VT-15-7769|VT-35-0965
77770,multiple_real,2,2,144717|170289,VT-15-7770|VT-23-0721
78269,multiple_real,2,2,144800|176646,VT-15-8269|VT-42-1745
NFLRP01,multiple_real,2,2,138804|123467,WPS-850-09230|20500502
61000674,multiple_real,2,2,175914|175923,VT-38-0596|VT-38-0699
103330,multiple_real,2,2,131761|101738,WPS-812-02010|DS240202
202022,multiple_real,2,2,142710|126413,VT-11-0952|WPS-191-57043
311151,multiple_real,2,2,140162|160043,WPS-582-02301|VT-41-0200
6482040,multiple_real,2,2,132820|142455,WPS-865-02035|VT-11-0180
33262,multiple_real,2,2,159607|96479,VT-40-0263|06500002
9908,multiple_real,2,2,160121|120407,VT-42-0180|18611647
40110,multiple_real,3,2,126911|95210,WPS-274-0010|VT-32-0640|35011862
83097B,multiple_real,2,2,155133|174566,VT-33-1818|VT-35-1818
2M6164030,multiple_real,2,2,142954|132793,VT-11-1361|WPS-865-02007
63363,multiple_real,2,2,155835|147636,VT-34-0733|VT-22-0841
2M6164020,multiple_real,2,2,132792|142953,WPS-865-02006|VT-11-1360
83071,multiple_real,2,2,155408|98790,VT-33-4071|08021511
78263,multiple_real,2,2,144278|172121,VT-14-8263|VT-28-2262
216355G,multiple_real,2,2,115328|142324,09250175|VT-10-8197
78397,multiple_real,2,2,162963|168232,VT-49-2518|VT-15-3897
KB305.020,multiple_real,2,2,104277|143208,WPS-824-01009|VT-11-2260
306014,multiple_real,2,2,132987|151306,WPS-820-0161|VT-30-0002
241336,multiple_real,3,3,135800|169628|103827,WPS-820-52653|VT-19-0159|11200435
140512,multiple_real,2,2,141145|93557,WPS-820-2683|21070196
11344,multiple_real,2,2,129807|175864,WPS-817-01850|VT-38-0116
58835,multiple_real,2,2,147427|147642,VT-37-5873|VT-37-5875
50215,multiple_real,2,2,147995|116921,VT-23-0806|44020594
A3510552,multiple_real,2,2,145772|95050,VT-17-1136|DS195018
20041,multiple_real,2,2,163637|95036,VT-51-0274|04110172
510298,multiple_real,3,3,132657|142878|121078,WPS-191-27030|VT-11-1232|09262969
64393,multiple_real,2,2,164170|151984,VT-52-0802|VT-30-4393
HDEG109,multiple_real,2,2,163927|178490,VT-51-2036|VT-51-2035
HDEG110,multiple_real,2,2,163928|178491,VT-51-2040|VT-51-2039
61031C,multiple_real,2,2,163993|163990,VT-52-0097|VT-52-0087
64396,multiple_real,2,2,164034|151985,VT-52-0215|VT-30-4396
204168,multiple_real,2,2,143564|105351,VT-11-6013|09260783
2041961,multiple_real,2,2,143561|109315,VT-11-6107|09260787
204256,multiple_real,2,2,143566|99692,VT-11-6015|09260786
9300165,multiple_real,2,2,143591|125188,VT-11-7716|09280124
62152,multiple_real,2,2,124214|169966,16210687|VT-21-4755
40051,multiple_real,2,2,116896|125699,20101348|10102955
NSXHCB36A,multiple_real,2,2,135578|123473,WPS-850-08766|21201161
4124007C,multiple_real,2,2,164645|101792,VT-54-2000|DS222000
102027,multiple_real,2,2,138435|97752,WPS-820-60404|21020227
76710,multiple_real,2,2,123342|177261,08030401|VT-45-0332
23201,multiple_real,2,2,141296|92084,WPS-830-1144|24010435
822,multiple_real,2,2,158268|118247,VT-37-8220|12042730
13222,multiple_real,2,2,158365|166733,VT-37-8707|VT-12-1306
78430,multiple_real,2,2,165399|168336,VT-8015-4T|VT-15-8430
6009,multiple_real,2,2,160715|166367,VT-43-0373|VT-12-0337
76741,multiple_real,2,2,161734|166202,VT-47-2204|VT-11-1132
70281,multiple_real,2,2,153603|168900,VT-32-1923|VT-17-0903
77965,multiple_real,2,2,144777|177104,VT-15-7965|VT-44-0623
78265,multiple_real,2,2,144797|169874,VT-15-8265|VT-21-0753
78266,multiple_real,2,2,144798|169911,VT-15-8266|VT-21-1342
78481,multiple_real,2,2,144850|172063,VT-15-8481|VT-28-0873
78482,multiple_real,2,2,144851|160969,VT-15-8482|VT-47-0369
78563,multiple_real,2,2,144868|169975,VT-15-8563|VT-22-0131
3300378,multiple_real,2,2,141739|125189,VT-10-0529|09290053
212351,multiple_real,2,2,142147|109238,VT-10-2351|09250294
212353,multiple_real,2,2,142148|115329,VT-10-2353|09250295
212430,multiple_real,2,2,142151|103004,VT-10-2430|DS199298
3200402,multiple_real,2,2,142223|109212,VT-10-3503|09220119
77352,multiple_real,2,2,166028|161071,VT-15-7352|VT-44-0924
500773,multiple_real,2,2,137333|101735,WPS-812-02139|16100682
39909,multiple_real,2,2,166052|179016,VT-10-1771|VT-10-0188
JGI6381599,multiple_real,2,2,166121|99471,VT-11-0584|DS173248
347,multiple_real,2,2,149681|103978,VT-25-3470|17420104
300203,multiple_real,2,2,146597|103213,VT-19-0769|12102803
288015,multiple_real,2,2,146636|92512,VT-19-8015|DS199175
A2209799,multiple_real,2,2,166174|91739,VT-11-0856|09130016
94645,multiple_real,2,2,146899|171159,VT-20-4645|VT-24-1912
41112,multiple_real,2,2,147026|109940,VT-2017-8|10103347
18011,multiple_real,2,2,178881|178882,VT-9520-4|VT-9520-4T
3326,multiple_real,2,2,161194|97726,VT-44-3326|DS3326
8601,multiple_real,2,2,145880|99234,VT-17-2148|11030065
2020090,multiple_real,2,2,166235|99745,VT-11-6091|DS198806
2020092,multiple_real,2,2,166237|94315,VT-11-6092|DS198807
062013,multiple_real,2,2,98331|132297,06550026|WPS-820-70205
FROM#963713,multiple_real,2,2,166279|166281,VT-12-0004|VT-12-0005
73825,multiple_real,2,2,166290|166847,VT-12-0156|VT-12-1769
A8906,multiple_real,2,2,166379|166410,VT-12-0349|VT-12-0399
6209,multiple_real,2,2,166387|103334,VT-12-0361|18010590
A8876A,multiple_real,2,2,166390|95079,VT-12-0366|09240585
LM11949,multiple_real,2,2,166399|177026,VT-12-0382|VT-44-0406
70252,multiple_real,2,2,153755|95557,VT-32-3097|21070286
20158,multiple_real,2,2,149488|145866,VT-25-0952|VT-17-2018
5041,multiple_real,2,2,131480|175657,WPS-830-5021|VT-37-8992
66101,multiple_real,2,2,149575|116851,VT-25-1753|05020574
50314,multiple_real,2,2,149613|96362,VT-25-2002|44020602
2401680,multiple_real,2,2,166516|99239,VT-12-0609|DS198835
2250,multiple_real,2,2,166534|172200,VT-12-0706|VT-30-0257
A11494,multiple_real,2,2,166548|100156,VT-12-0753|09250283
A2403903,multiple_real,2,2,166567|99073,VT-12-0817|09500361
4002,multiple_real,2,2,166576|178450,VT-12-0901|VT-51-0991
A11096,multiple_real,2,2,166598|92329,VT-12-0923|DS188029
A11067,multiple_real,2,2,166603|92336,VT-12-0928|DS188022
A11177,multiple_real,2,2,166619|95044,VT-12-0946|DS188039
A3790484,multiple_real,2,2,166627|92038,VT-12-0953|DS188073
A3790784,multiple_real,2,2,166629|93992,VT-12-0955|DS188075
A3508799A,multiple_real,2,2,166735|91421,VT-12-1308|11060029
A2640082,multiple_real,2,2,166770|91166,VT-12-1417|09320075
A2555679,multiple_real,2,2,166778|92407,VT-12-1429|DS194169
2632662A,multiple_real,2,2,166780|166302,VT-12-1436|VT-12-0174
A25302SET,multiple_real,2,2,166808|95005,VT-12-1510|DS194159
A2470354,multiple_real,2,2,166818|94930,VT-12-1521|09500288
20194,multiple_real,2,2,166826|149464,VT-12-1533|VT-25-0863
3251,multiple_real,2,2,166850|110005,VT-12-1779|10120269
A1683054,multiple_real,2,2,166870|94908,VT-12-2113|09310317
334241,multiple_real,2,2,166920|125212,VT-12-9906|09320124
77834,multiple_real,2,2,167517|167715,VT-14-7834|VT-15-0376
A3408779A,multiple_real,2,2,166986|91423,VT-13-0132|11060048
JGI2685899,multiple_real,2,2,99432|167421,DS173232|VT-14-0811
JGI12067A,multiple_real,2,2,99482|167472,DS194088|VT-14-0972
76742,multiple_real,2,2,167336|161740,VT-14-0583|VT-47-6742
JGI12013A,multiple_real,2,2,167340|92293,VT-14-0603|DS174475
JGI12043A,multiple_real,2,2,167347|92209,VT-14-0612|DS173506
JGI12044A,multiple_real,2,2,167348|94281,VT-14-0613|DS174476
JGI12050,multiple_real,2,2,167351|92454,VT-14-0616|DS194476
JGI2622758,multiple_real,2,2,167358|92443,VT-14-0623|DS194425
JGI3134180DL,multiple_real,2,2,167362|94246,VT-14-0629|DS174486
JGI3403552,multiple_real,2,2,167364|92445,VT-14-0631|DS194440
JGI3403636,multiple_real,2,2,167365|92286,VT-14-0632|DS174477
JGI4540075,multiple_real,2,2,167382|92302,VT-14-0650|DS174540
JGI4587584,multiple_real,2,2,167385|94177,VT-14-0654|DS173345
JGI6064174,multiple_real,2,2,167391|94264,VT-14-0660|DS194462
JGI6352957,multiple_real,2,2,167393|92243,VT-14-0662|DS174310
JGI12045M,multiple_real,2,2,167402|99437,VT-14-0677|DS173423
JGI11291,multiple_real,2,2,167406|92185,VT-14-0687|DS173208
JGI12077,multiple_real,2,2,167410|91336,VT-14-0697|09350405
JGI12066A,multiple_real,2,2,167411|91300,VT-14-0698|09350122
JGI12035B,multiple_real,2,2,167426|92210,VT-14-0821|DS173536
MCRLY2,multiple_real,2,2,91896|173005,WPS-275-01091|VT-32-0642
JGI6709687,multiple_real,2,2,167471|91291,VT-14-0966|09346502
77825,multiple_real,2,2,167514|171634,VT-14-7825|VT-27-0440
77835,multiple_real,2,2,167518|177139,VT-14-7835|VT-44-0750
S410195006003,multiple_real,2,2,167549|167550,VT-15-0109|VT-15-0110
JGI2625741,multiple_real,2,2,167564|92308,VT-15-0130|DS174732
S410195010007,multiple_real,2,2,167570|167576,VT-15-0139|VT-15-0146
70296,multiple_real,2,2,167578|152271,VT-15-0150|VT-32-3109
170347,multiple_real,2,2,109998|122447,10120232|17420468
120011B,multiple_real,2,2,167690|173820,VT-15-0301|VT-33-0299
63296A,multiple_real,2,2,167758|167762,VT-15-0535|VT-15-0547
63074A,multiple_real,2,2,167773|167765,VT-15-0586|VT-15-0566
JGI3490685,multiple_real,2,2,167838|99480,VT-15-0702|DS174350
JGI6532483A,multiple_real,2,2,167843|105254,VT-15-0712|DS174735
JGI1703383,multiple_real,2,2,167878|94175,VT-15-0824|DS173342
JGI1704092,multiple_real,2,2,167879|92195,VT-15-0825|DS173250
JGI1703383A,multiple_real,2,2,167891|92183,VT-15-0859|DS173251
JGI6053881A,multiple_real,2,2,167914|91227,VT-15-0906|09341722
JGI6056765,multiple_real,2,2,167919|99512,VT-15-0915|DS174430
JGI2522536C,multiple_real,2,2,167928|92298,VT-15-0928|DS174510
JGI2541670,multiple_real,2,2,167933|94289,VT-15-0934|DS174790
JGI3490194,multiple_real,2,2,167934|94224,VT-15-0937|DS174322
JGI2624668A,multiple_real,2,2,167936|92279,VT-15-0940|DS174427
JGI2627680A,multiple_real,2,2,167946|99522,VT-15-0955|DS174829
JGI2627692,multiple_real,2,2,167948|92280,VT-15-0957|DS174432
JGI1677663,multiple_real,2,2,167961|100028,VT-15-0987|DS174408
JGI1677748,multiple_real,2,2,167962|92274,VT-15-0988|DS174420
77827,multiple_real,2,2,167963|173936,VT-15-7827|VT-33-1468
JGI1735684,multiple_real,2,2,167971|92320,VT-15-0998|DS174916
JGI1735684A,multiple_real,2,2,167972|94275,VT-15-0999|DS174412
JGI1735692,multiple_real,2,2,167973|94276,VT-15-1000|DS174419
JGI3252136,multiple_real,2,2,167997|105252,VT-15-1030|DS174436
JGI3329536,multiple_real,2,2,168001|99499,VT-15-1035|DS174895
JGI3456552,multiple_real,2,2,168003|99500,VT-15-1037|DS174897
JGI6055980,multiple_real,2,2,168015|92283,VT-15-1064|DS174443
JGI6583468A,multiple_real,2,2,168033|99520,VT-15-1098|DS174745
JGI6243293,multiple_real,2,2,168040|99492,VT-15-1120|DS174520
JGI1677084X,multiple_real,2,2,168047|94182,VT-15-1132|DS173439
JGI1795536,multiple_real,2,2,168050|99440,VT-15-1137|DS173499
1677084MLS,multiple_real,2,2,140268|109472,WPS-681-4480|09340954
JGI3143384A,multiple_real,2,2,168057|94226,VT-15-1151|DS174346
JGI1703583B,multiple_real,2,2,168068|94211,VT-15-1169|DS173245
JGI1702686,multiple_real,2,2,168069|94210,VT-15-1178|DS181178
JGI1703392,multiple_real,2,2,168076|92184,VT-15-1192|DS173275
JGI2607799,multiple_real,2,2,168083|94125,VT-15-1206|09342877
JGI3303199,multiple_real,2,2,168088|92187,VT-15-1211|DS173238
JGI1677084B,multiple_real,2,2,168094|105224,VT-15-1219|DS173438
JGI2526300X,multiple_real,2,2,168097|92248,VT-15-1223|DS174347
JGI1704898,multiple_real,2,2,168102|99465,VT-15-1236|DS173220
JGI3680506X,multiple_real,2,2,168116|94098,VT-15-1261|09341194
JGI3680506F,multiple_real,2,2,168117|99353,VT-15-1262|09341195
JGI3560706,multiple_real,2,2,168118|94096,VT-15-1263|09350128
JGI2541699F,multiple_real,2,2,168129|94101,VT-15-1422|09343435
JGI3495504F,multiple_real,2,2,168142|99380,VT-15-1399|09350249
JGI3495575F,multiple_real,2,2,168152|99374,VT-15-1425|09342115
JGI2524499F,multiple_real,2,2,168154|94164,VT-15-1432|24041023
JGI1759199F,multiple_real,2,2,168162|99393,VT-15-1444|09345084
JGI1759299F,multiple_real,2,2,168163|99394,VT-15-1445|09345085
88082,multiple_real,2,2,132150|117626,WPS-830-1191|DS189813
78678,multiple_real,2,2,168226|144903,VT-15-1766|VT-15-8678
2396029,multiple_real,2,2,141915|179001,VT-10-1121|VT-10-0127
77802,multiple_real,2,2,168263|144371,VT-15-7802|VT-15-0525
77838,multiple_real,2,2,168272|147146,VT-15-7838|VT-21-0347
78355,multiple_real,2,2,168279|150549,VT-15-8355|VT-27-1507
78367,multiple_real,2,2,168288|175894,VT-15-8367|VT-38-0513
78368,multiple_real,2,2,168289|175896,VT-15-8368|VT-38-0515
