normalized_part_number,vendor_combo,member_count,skus
JGI3521185DL,PU+VTWIN,2,DS174458|VT-14-0685
DDKS08OEMC,PU+WPS,2,22010171|WPS-827-05046
19371A,VTWIN,2,VT-44-0389|VT-44-0310
9723,VTWIN,2,VT-16-9723|VT-16-9727
10110,PU+WPS,2,24040647|WPS-576-04280
45217,PU+VTWIN+WPS,3,WPS-820-32007|78053044|VT-23-0587
120014,VTWIN+WPS,2,WPS-820-0340C|VT-33-0305
JGI3490179A,PU+VTWIN,2,DS174321|VT-15-1115
JGI79FLH,PU+VTWIN,2,DS173373|VT-15-0853
20804,PU+WPS,2,24010123|WPS-830-1132
22656,PU+WPS,2,24010119|WPS-830-1137
21071,VTWIN+WPS,2,VT-32-1376|WPS-132-7093
C2037,PU+WPS,2,24010286|WPS-830-1026
DR8G,PU+VTWIN+WPS,3,21200047|WPS-850-08014|VT-32-9612
4548,PU+VTWIN,2,17411011|VT-37-4548
H070585NMB,PU+VTWIN,2,06102305|VT-26-0963
352006,PU+VTWIN,2,24010704|VT-37-9528
SSE2,PU+VTWIN+WPS,3,VT-35-0521|DS391666|WPS-274-0507
202026,PU+VTWIN+WPS,3,VT-11-0955|09261975|WPS-191-57046
D2KI3P,PU+VTWIN+WPS,3,21010029|VT-32-9152|WPS-133-3016
TP33,PU+VTWIN,2,VT-20-0707|DS360168
NCBISCM,VTWIN+WPS,2,WPS-850-08659|VT-32-1918
S770132,PU+VTWIN,2,35010304|VT-31-0970
S770149C,PU+VTWIN,2,35011087|VT-49-1011
SFK3P,PU+VTWIN+WPS,3,21010048|WPS-133-3020|VT-32-0802
251692,PU+WPS,2,02150963|WPS-22-51692
S770149B,PU+VTWIN,2,35011088|VT-49-1012
JGI1795536XL,PU+VTWIN,2,VT-14-0668|DS194489
72223,VTWIN,2,VT-46-0410|VT-12-1414
C320478GB,PU+VTWIN,2,VT-27-0301|05100318
3537X,PU+VTWIN,2,3537X|VT-11-9765
NWR010020,PU+WPS,2,21201309|WPS-850-09205
120000,PU+WPS,2,WPS-12-0000|04030163
NWR0210020,PU+WPS,2,21201310|WPS-850-09206
3204591NU,PU+VTWIN,2,05100264|VT-27-1817
102010,PU+WPS,2,21020333|WPS-820-60413
NWR4010020,PU+WPS,2,21201318|WPS-850-09214
102017,PU+WPS,2,21020416|WPS-820-60417
030320AB,PU+VTWIN,2,07030231|VT-38-1740
NWR5610020,PU+WPS,2,21201320|WPS-850-09216
935076,PU+VTWIN,2,935076|VT-7132-89
33306,PU+VTWIN,2,06500114|VT-46-3306
SS1P,PU+WPS,2,WPS-274-0505|DS391663
110419,PU+VTWIN,2,DS0419|VT-35-9229
JGI6385995,PU+VTWIN,2,DS173469|VT-15-1161
JGI36FLH,PU+VTWIN,2,DS173524|VT-15-1184
JGI6053881K,PU+VTWIN,2,DS173525|VT-15-0865
JGI1678799,PU+VTWIN,2,DS173539|VT-15-1222
JGI1677496,PU+VTWIN,2,DS174117|VT-15-1121
JGI2685689,PU+VTWIN,2,DS174284|VT-14-0963
JGI1677794S,PU+VTWIN,2,DS174307|VT-15-1101
JGIEV1,PU+VTWIN,2,DS174749|VT-15-0726
JGI4584984A,PU+VTWIN,2,DS174784|VT-14-0044
JGI4584973,PU+VTWIN,2,DS174786|VT-14-0040
JGI3490185K,PU+VTWIN,2,DS174953|VT-15-0870
JGI6053994K,PU+VTWIN,2,DS174950|VT-15-0876
JGI6053989KX,PU+VTWIN,2,DS174951|VT-15-0868
JGI4584984K,PU+VTWIN,2,DS174904|VT-14-0045
P101701,PU+WPS,2,DS175005|WPS-830-1017
JGI1677066S,PU+VTWIN,2,DS174914|VT-15-0599
P80148,PU+VTWIN,2,DS175014|VT-37-0266
879812,PU+WPS,2,DS189811|WPS-830-1190
P8839,PU+WPS,2,24010303|WPS-830-1046
74112,PU,2,DS193411|08011178
78073,PU+VTWIN,2,DS193807|VT-42-1391
316206,PU+VTWIN,2,DS194061|VT-12-8003
A6771,PU+VTWIN,2,DS194072|VT-12-0716
202051C,PU+VTWIN+WPS,3,WPS-191-57002C|09260755|VT-11-0997
A25550SET,PU+VTWIN,2,DS194162|VT-12-1508
24611,PU+VTWIN,2,DS194275|VT-10-0644
24641,PU+VTWIN,2,DS194371|VT-10-0635
792101,PU+WPS,2,792101|WPS-279-2101
801009,PU+WPS,2,801009|WPS-280-1009
A11007,PU+VTWIN,2,DS188008|VT-12-0904
298150,PU+VTWIN,2,DS199076|VT-10-8123
50214,PU+VTWIN,2,44020593|VT-23-0704
288137,PU+VTWIN,2,DS199180|VT-10-8137
935096,PU+VTWIN,2,DS199241|VT-11-7717
291113,PU+VTWIN,2,DS199323|VT-10-1171
5113010004,PU+VTWIN,2,DS199219|VT-18-1152
298145,PU+VTWIN,2,DS199196|VT-10-8145
201105,PU+VTWIN,2,DS199406|VT-17-8225
288155G,PU+VTWIN,2,DS199249|VT-10-8135
290294,PU+VTWIN,2,DS199479|VT-20-0709
117248,PU+VTWIN,2,10060319|VT-24-7248
5422,PU,2,06510417|10103136
88102,PU+WPS,2,DS222792|WPS-276-02060
5019010069,PU+VTWIN,2,DS223741|VT-13-9228
19507,VTWIN,2,VT-31-4192|VT-17-0858
1005,VTWIN+WPS,3,WPS-132-7014|VT-32-1005|VT-23-2212
1227,PU+VTWIN,2,09300246|VT-15-2127
7075,PU+VTWIN+WPS,4,09320030|VT-18-3201|VT-24-1369|WPS-811-07075
110450,PU+VTWIN,2,DS0452|VT-35-9230
8730,VTWIN+WPS,2,WPS-133-4015|VT-38-0445
13163,PU+VTWIN,2,06401204|VT-23-0115
77947,VTWIN,2,VT-15-7947|VT-50-1196
JGI3495567F,PU+VTWIN,2,VT-15-1424|09342113
76295,PU+VTWIN,2,08040622|VT-42-0986
110044,PU+VTWIN+WPS,3,WPS-57-10044|VT-36-0515|06580007
070308A,VTWIN,2,VT-17-9934|VT-28-0204
JGI1676973,PU+VTWIN,2,VT-15-0974|DS174800
JGI1754148B,PU+VTWIN,2,DS174660|VT-15-1007
110045,VTWIN+WPS,2,WPS-57-10045|VT-36-0607
8150,VTWIN,2,VT-33-8150|VT-29-8150
8708,PU+WPS,2,DS290352|WPS-874-1224
7010,PU+VTWIN,2,09320089|VT-23-0711
A3272630,PU+VTWIN,2,21050118|VT-32-0123
JGI3495589F,PU+VTWIN,2,09342117|VT-15-1423
78151,PU+VTWIN,2,14050196|VT-23-9272
JGI3565279A,PU+VTWIN,2,DS174131|VT-15-1048
5205,PU+WPS,2,09210787|WPS-82-96413
1019,PU+VTWIN,3,DS325779|09250672|VT-17-1019
3556,PU+VTWIN,2,VT-28-3556|DS3556
76473S,PU+VTWIN,2,DS360113|VT-20-0621
6239TK1,PU+VTWIN,2,DS360104|VT-20-0611
4731SK3,PU+VTWIN,2,DS360107|VT-20-0624
81027,PU+VTWIN+WPS,4,VT-50-0031|04140734|10102123|WPS-820-53030
H170579,PU+VTWIN,2,06300373|VT-28-0628
1080,PU+VTWIN+WPS,3,09262925|VT-12-9976|WPS-571-6109
NA1750621,PU+VTWIN+WPS,3,21200405|WPS-850-08117|VT-32-7437
5432,PU,2,06510425|10103142
TP34,PU+VTWIN,2,DS360169|VT-20-0708
JGI48FL,PU+VTWIN,2,DS173410|VT-15-0851
6141SK4,PU+VTWIN,2,DS360101|VT-20-0614
E210214,PU+VTWIN,2,21060249|VT-32-1084
JGI3774167A,PU+VTWIN,2,DS173426|VT-14-0645
JGI12010,PU+VTWIN,2,DS174375|VT-14-0602
JGI6583468SC,PU+VTWIN,2,DS173461|VT-15-1074
JGI2699597X,PU+VTWIN,2,DS173479|VT-14-0573
E210221,PU+VTWIN,2,21060588|VT-32-1519
JGI3490685X,PU+VTWIN,2,DS173535|VT-15-1202
JGI1754069A,PU+VTWIN,2,DS174182|VT-15-1004
JGI2924283,PU+VTWIN,2,DS174336|VT-15-1018
801003,PU+VTWIN+WPS,3,21100445|WPS-280-1003|VT-32-5117
JGI1677421,PU+VTWIN,2,DS174405|VT-15-0271
T030100B,PU+VTWIN,2,07050554|VT-35-9020
T036240K20,PU+VTWIN,2,VT-35-6240|24020213
JGI2625750A,PU+VTWIN,2,DS174690|VT-15-0944
JGI4584984,PU+VTWIN,2,DS174781|VT-14-0038
77967,VTWIN,2,VT-15-7967|VT-16-0215
A2392887,PU+VTWIN,2,09240264|VT-10-1278
10480007,VTWIN+WPS,2,WPS-827-07010|VT-18-0545
JGI3482436,PU+VTWIN,2,DS174890|VT-15-1038
31472,PU+VTWIN,2,VT-24-0171|11320718
7450597C,PU+VTWIN,2,21120784|VT-32-0950
JGI2524499,PU+VTWIN,2,DS173228|VT-15-1198
JGI1735884,PU+VTWIN,2,DS174915|VT-15-1001
A11218,PU+VTWIN,2,VT-12-0209|09210143
JGI3495575K,PU+VTWIN,2,DS174956|VT-15-0873
JGI3490179B,PU+VTWIN,2,DS174959|VT-15-0904
7945,VTWIN,2,VT-30-7945|VT-30-0923
102100B,PU+WPS,2,WPS-812-02112|06401666
JGI3495252A,PU+VTWIN,2,DS174963|VT-15-1042
JGI1703383S,PU+VTWIN,2,DS174972|VT-15-1191
JGI2627380B,PU+VTWIN,2,DS174826|VT-15-0952
K1625,PU+VTWIN,2,K1625|VT-11-9740
74700021B,PU+VTWIN,2,21121207|VT-32-1460
74700025C,PU+VTWIN,2,21121315|VT-32-1708
K1660,PU+VTWIN,2,K1660|VT-11-9890
420105,PU+VTWIN,2,VT-12-1309|16230558
120416M,PU+VTWIN,2,VT-33-0929|20100780
78673,VTWIN,2,VT-14-8673|VT-34-0090
70287,VTWIN,2,VT-17-0911|VT-32-3074
77326,VTWIN,2,VT-15-7326|VT-49-0834
310000,PU+VTWIN,2,VT-10-0000|DS194303
E250091BT1,PU+VTWIN,2,21130661|VT-32-1906
JGI1702970,PU+VTWIN,2,DS173239|VT-15-0804
240030,PU+VTWIN,2,09280026|VT-11-9872
292088,PU+VTWIN,2,DS199013|VT-11-2088
E250091BD5,PU+VTWIN,2,21130734|VT-32-1974
288121G,PU+VTWIN,2,DS199250|VT-10-8130
JGI1677048X,PU+VTWIN,2,DS174402|VT-15-1009
212130,PU+VTWIN,2,DS199283|VT-10-2130
212965,PU+VTWIN,2,09250584|VT-10-2965
291123,PU+VTWIN,2,DS199097|VT-10-1123
DR2G,PU+VTWIN+WPS,3,21200039|WPS-850-08006|VT-32-9604
DR6G,PU+VTWIN+WPS,3,21200045|WPS-850-08012|VT-32-9610
212011,PU+VTWIN,2,DS199301|VT-10-2011
292025,PU+WPS,2,DS193123|WPS-820-54204
212320,PU+VTWIN,2,DS199347|VT-10-2320
DR8B,PU+VTWIN+WPS,3,21200048|WPS-850-08013|VT-32-9613
201020,PU+VTWIN,2,DS199411|VT-17-6656
272110,PU+VTWIN,2,DS199736|VT-13-9250
254850,PU+VTWIN,2,DS199436|VT-17-4850
DR12G,PU+VTWIN,2,21200049|VT-32-9614
DP2B,PU+VTWIN+WPS,3,21200052|WPS-850-08017|VT-32-9617
292215,PU+VTWIN,2,DS193852|VT-11-9221
DP3B,PU+VTWIN+WPS,3,21200054|WPS-850-08019|VT-32-9619
DP6G,PU+VTWIN+WPS,3,21200057|WPS-850-08024|VT-32-9622
288126G,PU+VTWIN,2,DS199117|VT-10-8131
212150,PU+VTWIN,2,DS199324|VT-10-2150
200369,VTWIN,2,VT-19-3000|VT-31-9986
DP8G,PU+VTWIN+WPS,3,21200059|WPS-850-08026|VT-32-9624
288126,PU+VTWIN,2,DS199179|VT-10-8127
5544,PU,2,17411044|10103326
290344,PU+VTWIN,2,DS199478|VT-20-0711
271100,PU+VTWIN,2,DS199735|VT-11-9877
8030,PU+VTWIN+WPS,3,WPS-56-8030|VT-25-0433|09250839
JGI6709887,PU+VTWIN,2,DS193631|VT-14-0944
1761166B,PU+VTWIN,2,DS193819|VT-11-0539
104636A,PU+VTWIN,2,DS194014|VT-10-0809
NM334721602,PU+VTWIN+WPS,3,21200334|WPS-850-08317|VT-32-9693
2400658,PU+VTWIN,2,DS194086|VT-10-8325
2459940,PU+VTWIN,2,DS194090|VT-10-0240
18445,PU+VTWIN,3,10102062|VT-23-2169|VT-32-8445
77416,VTWIN,2,VT-32-0976|VT-15-7416
MDRPINS,PU+VTWIN+WPS,3,21200399|WPS-850-08038|VT-32-6514
310005,PU+VTWIN,2,DS194301|VT-10-0005
71132,PU+VTWIN,2,DS189981|VT-37-1954
18803,PU+VTWIN,2,10100060|VT-34-0101
A3511352,PU+VTWIN,2,DS194327|VT-12-0931
A3752385,PU+VTWIN,2,DS194361|VT-12-0212
320081,VTWIN,2,VT-23-0081|VT-46-0123
JGI12030,PU+VTWIN,2,DS194418|VT-14-0609
20303A,VTWIN+WPS,2,VT-25-0174|WPS-830-0313
NM334720802,PU+VTWIN+WPS,3,21200332|WPS-850-08313|VT-32-9691
JGI12018,PU+VTWIN,2,DS194480|VT-14-0605
18181,PU+VTWIN,2,10102539|VT-32-8181
T030101C,PU+VTWIN,2,07050557|VT-35-9023
A3157581,PU+VTWIN,2,DS195147|VT-32-7769
A3536593,PU+VTWIN,2,DS195168|VT-17-9606
64391,VTWIN,2,VT-30-4391|VT-52-2037
700002,PU+WPS,2,11070663|WPS-70-7002
NHD69200897,PU+VTWIN,2,21200655|VT-32-5064
288160,PU+VTWIN,2,DS199182|VT-10-8151
8821,VTWIN+WPS,3,WPS-60-1946|VT-31-0327|WPS-874-1241
77349,VTWIN,2,VT-44-0889|VT-15-7349
288137G,PU+VTWIN,2,DS199247|VT-10-8132
70260,PU+VTWIN,3,21070300|VT-32-1924|VT-32-0424
120040,PU+WPS,4,07060018|04120665|WPS-820-50509|WPS-12-0040
70250,PU+VTWIN,2,21070200|VT-32-3102
291146,PU+VTWIN,2,DS199327|VT-10-1146
207650,PU+VTWIN,2,DS199413|VT-17-7650
NHD7240607A,PU+WPS,2,WPS-850-08214|21201211
202330C,PU+VTWIN,2,VT-11-1039|09260699
77901,PU+VTWIN,2,VT-36-0893|16010154
18535,PU+VTWIN,2,10100587|VT-32-8535
370494,PU+VTWIN,2,VT-32-0263|06160204
T030078,PU+VTWIN,2,07070013|VT-35-6106
DBR1,PU+VTWIN,2,21010323|VT-32-7787
JGI04XL,PU+VTWIN,2,VT-15-1372|09341637
6451,PU+VTWIN+WPS,3,VT-34-0628|WPS-82-96333|18002215
1013040006,PU+VTWIN,2,DS223407|VT-36-0705
1023040021,PU+VTWIN,2,DS223419|VT-36-1569
JGI2706278,PU+VTWIN,2,DS174822|VT-14-0626
NHCXMB12,PU+VTWIN,2,VT-32-6654|21200223
NDP30036,VTWIN+WPS,2,WPS-850-08400|VT-32-9643
210009,PU+VTWIN,2,14010743|VT-42-1218
77483,VTWIN,2,VT-24-9911|VT-15-7483
NDP38063,VTWIN+WPS,2,WPS-850-08408|VT-32-9640
A6778,PU+VTWIN,2,VT-12-1258|09250286
1013040015,PU+VTWIN,2,DS223919|VT-36-0720
DR3G,PU+VTWIN+WPS,3,WPS-850-08008|21200041|VT-32-9606
NHD3243597,PU+VTWIN,2,21201447|VT-32-2227
NFATO5,PU+VTWIN+WPS,3,21300085|WPS-850-08416|VT-32-6563
60121,PU,2,44010188|16202665
NTBW3231008A,PU+VTWIN+WPS,3,21300348|WPS-850-08211|VT-36-0793
71600,PU+VTWIN,2,02130800|VT-45-0697
210006,PU+VTWIN,2,14010741|VT-42-0617
84419,PU+VTWIN,2,17310209|VT-23-0857
18040,PU+WPS,2,10112851|WPS-58-54085
H070603,PU+VTWIN,2,06101684|VT-26-0002
202032,PU+WPS,2,DS202032|WPS-191-57019
78406,VTWIN,2,VT-15-8406|VT-32-1481
18442,PU+VTWIN,2,10101463|VT-32-8442
77715,VTWIN,2,VT-35-0850|VT-15-7715
40127,VTWIN,2,VT-32-9097|VT-32-8097
359016,VTWIN+WPS,2,VT-16-9016|WPS-235-9016
81034,PU+VTWIN,2,10102094|VT-32-7561
4124038C,PU+VTWIN,2,VT-54-0038|DS310038
300200,PU+VTWIN,4,12102784|06012851|VT-19-0768|VT-19-0287
77703,PU+VTWIN,2,VT-49-2562|16010179
78543,VTWIN,2,VT-15-8453|VT-15-8543
112187,PU+VTWIN,2,10030353|VT-35-9183
18500,PU+VTWIN+WPS,3,DS288880|WPS-820-52800|VT-34-0112
472019,PU+VTWIN+WPS,3,10090080|WPS-24-72019|VT-35-1727
40049,PU,2,20402676|10102954
DP8B,PU+VTWIN+WPS,3,21200060|WPS-850-08025|VT-32-9625
300905,PU,2,24011697|06015662
111131,PU+VTWIN,2,VT-24-2048|DS222048
H0707904,PU+VTWIN,2,06150275|VT-26-2229
JGI6053994KF,PU+VTWIN,2,09344616|VT-15-1333
251394,PU+WPS,2,251394|WPS-22-51394
63584D,PU+VTWIN,2,VT-38-0736|07010836
6083010011,PU+VTWIN,2,11300205|VT-18-1157
6083010098,PU+VTWIN,2,DS223720|VT-18-3852
6083010090,PU+VTWIN,2,DS223721|VT-18-3842
S770134,PU+VTWIN,2,35010603|VT-49-0798
6083010036,PU+VTWIN,2,DS223723|VT-18-3822
3073010011,PU+VTWIN,2,DS223739|VT-18-3233
DC65,PU+VTWIN+WPS,3,VT-32-9285|WPS-133-1082|DC65
78711,VTWIN,2,VT-15-8711|VT-35-2000
21201,VTWIN+WPS,2,VT-35-1201|WPS-830-0130
BTX14,PU+WPS,2,11311805|WPS-810-5008
TPS29,PU+VTWIN,2,DS360047|VT-20-0651
76472S,PU+VTWIN,2,DS360115|VT-20-0619
NWR2410020,PU+WPS,2,WPS-850-09212|21201316
81016,PU,2,DS193710|04140733
BA080000,PU+WPS,2,22100607|WPS-27-57011
H070587,PU+VTWIN,2,06100220|VT-26-0895
350103,VTWIN,2,VT-37-8660|VT-23-0107
77081,PU+VTWIN,2,24010535|VT-42-1534
1013030008,PU+VTWIN,2,VT-36-2503|DS223876
BA080020,PU+WPS,2,22100661|WPS-27-57013
202122C,PU+VTWIN+WPS,3,09260723|VT-11-1184|WPS-191-57053C
3497X,PU+VTWIN,2,VT-11-9759|3497X
P4829,PU+WPS,2,24010998|WPS-830-1096
062015,PU+WPS,2,WPS-820-70207|17310611
358034,PU+WPS,2,13020654|WPS-820-5384
HD2,PU+VTWIN,2,VT-40-0378|06040002
BA064911,PU+WPS,2,22100664|WPS-28-61047
339909,VTWIN+WPS,2,VT-44-0008|WPS-820-54160
JGI2522570X,PU+VTWIN,2,DS174201|VT-15-0713
1214,VTWIN,2,VT-34-2114|VT-37-1423
B281257,PU+WPS,2,13102497|WPS-750-05581
JGI1735304,PU+VTWIN,2,VT-15-1449|09341848
2025,VTWIN,2,VT-40-0525|VT-29-2025
2028,VTWIN,2,VT-40-0527|VT-29-2028
70007,PU+VTWIN,2,24040632|VT-45-0329
A2434687A,PU+VTWIN,2,09240170|VT-10-2556
40373,PU+VTWIN,3,20101499|10102895|VT-73-373
50117,PU+WPS,2,44020582|WPS-85-4176
BDL30853ST,PU+VTWIN,2,DS360007|VT-20-0100
40174,PU+VTWIN,2,20101456|VT-32-1216
BDL138K,PU+VTWIN,2,DS360086|VT-20-0630
70021,PU+VTWIN,2,24040839|VT-49-0628
3200403,PU+VTWIN,2,09220113|VT-10-3500
202140,PU+WPS,2,DS375001|WPS-812-02054
206589SALED,PU+VTWIN+WPS,3,WPS-820-0370A|78052069|VT-33-0473
987316,PU+WPS,2,19133012|WPS-830-1196
4311CH,PU+VTWIN,2,DS390233|VT-35-9085
4311CR,PU+VTWIN,2,DS390250|VT-35-9311
13608,VTWIN,2,VT-24-0663|VT-24-0095
202024,VTWIN+WPS,2,WPS-191-57045|VT-11-0954
102011,PU+WPS,2,21020334|WPS-820-60414
22971,PU+WPS,2,24010439|WPS-830-1204
9971,VTWIN,2,VT-31-0831|VT-31-0276
NHD69200193,PU+VTWIN+WPS,3,VT-32-9712|21200930|WPS-850-08197
160902,PU+VTWIN,2,22120105|VT-33-2024
BA072100,PU+WPS,2,22110185|WPS-28-61005
160901,PU+VTWIN,2,22120106|VT-33-2025
710334,PU+VTWIN,2,VT-14-0143|09262044
14216,WPS,2,WPS-820-50565|WPS-85-4173
DD2000HD2EP,PU+VTWIN+WPS,3,21010044|WPS-133-3010|VT-32-9113
NA1736451,PU+VTWIN+WPS,3,21200192|WPS-850-08101|VT-32-6500
2396180A3,PU+VTWIN,2,DS194005|VT-10-8357
334146,PU+VTWIN,2,DS194483|VT-12-9942
JGI11190V2,PU+VTWIN,2,DS194487|VT-14-0672
JGI4584977,PU+VTWIN,2,DS194496|VT-14-0037
20036,PU+VTWIN,3,24010514|04110179|VT-32-2018
BA072110,PU+WPS,2,22120893|WPS-28-61049
A3507084,PU+VTWIN,2,DS196237|VT-17-0062
PS1500,PU+VTWIN+WPS,3,22145006|VT-19-0601|WPS-290-01001
BA050510,PU+WPS,2,22120737|WPS-28-61011
6251,PU+VTWIN+WPS,3,18000635|VT-48-0302|WPS-82-96382
76154,PU,2,24010458|08040292
6477,PU+VTWIN,2,18002166|VT-30-3034
88187,PU+VTWIN+WPS,3,VT-11-1194|09310710|WPS-820-51549
6853B,PU+WPS,2,18002257|WPS-82-96507
40173,PU+VTWIN,3,20101455|VT-37-8573|VT-32-1215
1075,PU+VTWIN+WPS,3,09261166|VT-16-1845|WPS-571-6107
3073020013,PU+VTWIN,2,VT-18-3271|11313882
3527X,PU+VTWIN,2,VT-11-9764|3527X
JGI3329536X,PU+VTWIN,2,VT-15-0595|DS174755
40241,VTWIN,2,VT-37-4241|VT-10-0198
67312B,VTWIN+WPS,2,VT-40-0457|WPS-274-0765
02205,PU+WPS,2,17010679|WPS-27-10901
6055,PU+VTWIN,2,18010719|VT-42-6055
6020,PU+VTWIN,3,18010365|09402010|VT-10-0849
62052,PU+VTWIN,2,VT-35-0751|07050030
40265,VTWIN,2,VT-32-8124|VT-37-4265
1218,PU+VTWIN,3,VT-34-0170|09300155|VT-50-2200
M6XL5,VTWIN+WPS,2,VT-18-3684|WPS-39-1204
94640,VTWIN,2,VT-20-4640|VT-24-1926
H070780MB3,PU+VTWIN,2,06150270|VT-26-2226
323055,PU+VTWIN,2,07100253|VT-40-0022
080529,VTWIN+WPS,2,VT-50-0807|WPS-57-8529
1215,PU+VTWIN+WPS,4,09262976|WPS-59-9124|WPS-27-4736|VT-34-2115
D26014132,PU+VTWIN,2,12030015|VT-20-0706
261210,PU+VTWIN,2,24010426|VT-2612-10TW
21058,PU+WPS,2,19133005|WPS-830-1134
5462,PU+VTWIN,2,VT-33-5462|19010526
76191,PU+VTWIN+WPS,3,DS193619|WPS-830-1177|VT-15-0623
750820,PU+WPS,2,DS193766|WPS-830-1109
193002,VTWIN+WPS,2,VT-20-0371|WPS-820-51225
84411,PU+VTWIN+WPS,3,DS190892|WPS-820-32000|VT-23-0499
214040,PU+VTWIN+WPS,4,DS193829|WPS-830-1103|VT-10-4040|09250590
K1746,PU+VTWIN+WPS,3,VT-11-9954|09030583|WPS-K1746
292017,PU+VTWIN,2,09280095|VT-11-1208
C10248,PU+VTWIN+WPS,3,09351031|VT-15-1475|WPS-68-10248
DC101,PU+VTWIN,2,DC101|VT-32-9035
NWR1010020,PU+WPS,2,WPS-850-09207|21201311
NDP38064,VTWIN+WPS,2,WPS-850-08405|VT-32-9636
371036,VTWIN+WPS,2,WPS-820-50844|VT-32-1542
86160,VTWIN,2,VT-31-1315|VT-33-6160
D2KI1P,PU+VTWIN+WPS,3,21010027|WPS-133-3014|VT-32-9159
D2KI2P,PU+VTWIN+WPS,3,21010028|WPS-133-3015|VT-32-9151
DC68,PU+VTWIN+WPS,3,21020307|WPS-133-1085|VT-32-1086
8401,VTWIN+WPS,3,WPS-274-0044|VT-32-0107|VT-27-0930
D2KI5P,PU+VTWIN+WPS,3,21010031|VT-32-9155|WPS-133-3018
DC31,PU+VTWIN+WPS,3,DC31|VT-32-8055|WPS-133-1089
DSPT1,PU+VTWIN+WPS,3,21010071|WPS-133-3007|VT-32-9123
DSK62,PU+VTWIN+WPS,3,DSK62|WPS-133-3004|VT-32-0800
JGI6053994F,PU+VTWIN,2,09344631|VT-15-1337
K2822,PU+VTWIN,2,04050326|VT-24-0907
202322C,PU+VTWIN,2,09260706|VT-11-1036
148407,PU+VTWIN,2,11321828|VT-18-0272
8105,PU+VTWIN,3,DS289306|VT-33-8105|VT-30-8105
8102,PU+VTWIN,2,DS289303|VT-27-0049
L126024CE,PU+VTWIN,2,20300579|VT-33-0086
NCBH02,PU+VTWIN,2,VT-32-2216|21201403
3300166,PU+VTWIN,2,09250741|VT-10-8167
JGI2699598,PU+VTWIN,2,VT-14-0689|09340549
6311BH,PU+WPS,2,WPS-274-0501|07050092
76312FCS,VTWIN+WPS,2,WPS-274-0720|VT-35-0595
106200,PU+WPS,2,04080373|WPS-812-52297
2023000,PU+VTWIN,2,09263217|VT-11-2341
6311CHO,PU+WPS,2,WPS-274-0500|DS390510
140110A,PU+VTWIN,2,10110881|VT-34-0079
112195,PU+VTWIN,2,10030042|VT-35-0978
120231,PU+WPS,2,10120162|WPS-820-50514
8070,PU+WPS,3,09251612|11100043|WPS-56-8070
350027,PU+VTWIN,2,11050034|VT-43-0504
71585,PU+VTWIN,2,02100423|VT-45-0736
H070601,PU+VTWIN,2,VT-26-0009|06100792
52672,PU+WPS,3,WPS-194-52672|WPS-820-52100|06360651
A3150165,PU+VTWIN,2,21100450|VT-17-1503
253103,PU+WPS,2,11200281|WPS-22-53103
B160917P,PU+VTWIN,2,17020346|VT-23-1127
20732,PU+VTWIN+WPS,4,24010107|WPS-830-1102|WPS-865-01161|VT-35-0381
96784,VTWIN+WPS,2,WPS-820-54497|VT-18-3129
3023020009,PU+VTWIN,2,VT-18-3693|DS223731
28322,WPS,2,WPS-50-28322|WPS-82-8322
76281,VTWIN,2,VT-32-6281|VT-43-0458
420027,PU+VTWIN,2,16100632|VT-16-0041
DP4G,PU+VTWIN+WPS,3,21200055|WPS-850-08022|VT-32-9620
46472,PU+VTWIN,2,07100033|VT-40-0668
18536,PU+VTWIN,2,10100588|VT-32-8536
201403,PU+WPS,2,12102667|WPS-820-51158
120230,PU+WPS,2,10120161|WPS-820-50513
A922128,PU+VTWIN,2,09240181|VT-10-0320
79059,PU+VTWIN,2,08070011|VT-27-1305
20092,VTWIN,3,VT-25-1122|VT-35-0235|VT-20-0492
201400,PU+WPS,2,12102668|WPS-820-51159
201406,PU+WPS,2,12102662|WPS-820-51156
7060,PU+VTWIN+WPS,3,09320023|WPS-811-07060|VT-37-0799
18014,VTWIN+WPS,3,WPS-132-7060|VT-32-3045|VT-17-0261
260202CK,PU+VTWIN,2,11050041|VT-43-0107
NSAIH01,PU+VTWIN+WPS,3,WPS-850-08655|21201065|VT-32-2223
1221,VTWIN,2,VT-37-1079|VT-30-0727
D330110,PU+VTWIN,2,11070489|VT-42-1232
NFAXH12,PU+VTWIN+WPS,3,21201165|VT-32-7026|WPS-850-08992
76276,PU+VTWIN,2,08020887|VT-15-0647
500812,VTWIN,2,VT-52-0812|VT-50-0813
1001,PU+VTWIN,2,09250513|VT-16-0643
52830,PU+WPS,3,WPS-820-0082|06360322|WPS-194-52830
A6003,PU+VTWIN,2,DS194280|VT-17-9853
18753,PU+VTWIN,2,10102479|VT-32-8753
KB272.010,VTWIN+WPS,2,WPS-824-01258|VT-11-2230
BDL1185,PU+VTWIN,2,DS360009|VT-20-0117
170418N,PU+VTWIN,2,16210160|VT-27-0914
770070,PU+VTWIN,2,VT-31-9951|35010159
106A,VTWIN+WPS,2,WPS-57-0106|VT-41-0132
350131,VTWIN,2,VT-37-8787|VT-37-8969
K1662,PU+VTWIN,2,K1662|VT-11-9892
JGI2522536CX,PU+VTWIN,2,09341184|VT-15-1267
144005,PU+VTWIN+WPS,3,11321476|WPS-820-52463|VT-18-0534
