norm,product_id_a,product_id_b,sku_a,sku_b,vendor_a,vendor_b
148151,41845,63488,WPS-820-50951,VT-18-1221,WPS,VTWIN
105125,34588,50271,04040564,WPS-812-52311,PU,WPS
314011,4099,34614,04140744,09500885,PU,PU
78444,85653,91263,VT-15-8444,VT-33-1565,VTWIN,VTWIN
112355,35039,74079,DS289141,VT-35-0421,PU,VTWIN
20763,42781,74225,VT-35-0763,WPS-865-01063,VTWIN,WPS
3200351,36199,59540,VT-10-3513,09220123,VTWIN,PU
160497,36025,73933,10500360,VT-35-0086,PU,VTWIN
112084,36159,73958,112084,VT-35-0152,PU,VTWIN
5500502,36185,70812,21010346,VT-32-1732,PU,VTWIN
7082,56794,86730,WPS-874-1231,VT-18-1213,WPS,VTWIN
117249,36225,66485,10060320,VT-24-7249,PU,VTWIN
76238,26485,85517,DS189966,VT-15-1540,PU,VTWIN
78700,62219,87778,VT-23-1666,VT-15-8700,VTWIN,VTWIN
E250091BD3,23153,70896,21130666,VT-32-1895,PU,VTWIN
1705405MLS,422,57785,09341596,WPS-681-4011,PU,WPS
1705405MLS,422,85442,09341596,VT-15-1345,PU,VTWIN
1705405MLS,57785,85442,WPS-681-4011,VT-15-1345,WPS,VTWIN
BDLPA133118,64183,87013,VT-20-4001,VT-20-0586,VTWIN,VTWIN
47OFP,2196,64148,DS360417,VT-20-0900,PU,VTWIN
161800,42015,72077,WPS-820-52361,VT-33-1175,WPS,VTWIN
161801,42016,72078,WPS-820-52362,VT-33-1176,WPS,VTWIN
161802,42017,72079,WPS-820-52363,VT-33-1177,WPS,VTWIN
161803,42018,72081,WPS-820-52364,VT-33-1178,WPS,VTWIN
3200360,15837,59542,09220158,VT-10-3515,PU,VTWIN
81029,8134,25853,10102125,07100282,PU,PU
81029,25853,74101,10102125,VT-35-0472,PU,VTWIN
81029,8134,74101,07100282,VT-35-0472,PU,VTWIN
JGI81FLH,24466,61742,VT-15-0855,DS173408,VTWIN,PU
1704092MLS,57862,61851,VT-15-1362,WPS-681-4384,VTWIN,WPS
1704092MLS,395,61851,VT-15-1362,09340947,VTWIN,PU
1704092MLS,395,57862,WPS-681-4384,09340947,WPS,PU
2022300,9390,60570,09263207,VT-11-2344,PU,VTWIN
70220,42124,71196,WPS-820-53223,VT-32-7220,WPS,VTWIN
77000,74458,85509,VT-35-1673,VT-15-1532,VTWIN,VTWIN
056268,7236,42157,WPS-820-54207,16020137,WPS,PU
6141SE2,5468,64097,DS360098,VT-20-0616,PU,VTWIN
45EVSH,5474,64150,DS360416,VT-20-0903,PU,VTWIN
NA1749662,11233,90699,21200403,VT-32-6543,PU,VTWIN
NA1749662,58828,90699,WPS-850-08121,VT-32-6543,WPS,VTWIN
A8972,3418,96429,09500368,VT-10-0466,PU,VTWIN
S770145ACDS,1381,80160,VT-49-1695,35010865,VTWIN,PU
280108,42279,42280,WPS-820-70456,WPS-820-70455,WPS,WPS
217520,25782,59580,09251365,VT-10-5276,PU,VTWIN
KB258.020,42319,60492,VT-11-2219,WPS-824-01003,VTWIN,WPS
302866,42292,80906,WPS-820-80005,VT-51-0049,WPS,VTWIN
KB305.005,42321,60516,WPS-824-01007,VT-11-2258,WPS,VTWIN
KB266.005,42325,60495,WPS-824-01013,VT-11-2223,WPS,VTWIN
KB266.010,42326,60496,WPS-824-01014,VT-11-2224,WPS,VTWIN
KB288.010,42330,60504,WPS-824-01152,VT-11-2236,WPS,VTWIN
KB297.020,42331,60512,WPS-824-01159,VT-11-2254,WPS,VTWIN
KB272.STD,42338,60499,WPS-824-01256,VT-11-2228,WPS,VTWIN
KB348.STD,42344,60521,WPS-824-01361,VT-11-2274,WPS,VTWIN
148420,2704,43524,11320698,WPS-820-54690,PU,WPS
78092,6577,76092,DS193809,VT-38-0661,PU,VTWIN
A4361292,1751,94253,DS195407,VT-44-0236,PU,VTWIN
471064,2048,74633,10090215,VT-35-4764,PU,VTWIN
471064,55788,74633,WPS-24-71064,VT-35-4764,WPS,VTWIN
352104,29428,93101,24010690,VT-37-9537,PU,VTWIN
77003,27971,69699,24010646,VT-31-0846,PU,VTWIN
S770151,7622,95069,35011179,VT-49-1420,PU,VTWIN
A2491858,1404,84121,10120103,VT-12-1513,PU,VTWIN
1013030016,2141,74980,DS223538,VT-36-2477,PU,VTWIN
3193010003,26620,63485,DS223757,VT-18-1217,PU,VTWIN
202014,9276,57513,09260329,WPS-191-17008,PU,WPS
202014,9276,83549,09260329,VT-11-6094,PU,VTWIN
202014,57513,83549,WPS-191-17008,VT-11-6094,WPS,VTWIN
24571,92986,95981,VT-73-0040,VT-37-9056,VTWIN,VTWIN
20724,26248,44145,19133013,WPS-830-1130,PU,WPS
20724,26248,91663,19133013,VT-35-0377,PU,VTWIN
20724,44145,91663,WPS-830-1130,VT-35-0377,WPS,VTWIN
A11019,1593,83991,DS188013,VT-12-1159,PU,VTWIN
70199Z,63511,63553,VT-18-3648,VT-18-3128,VTWIN,VTWIN
78256,62099,77763,VT-15-8256,VT-42-1210,VTWIN,VTWIN
70253,22984,71068,21070287,VT-32-3100,PU,VTWIN
5013210068,2115,84326,DS223760,VT-13-0163,PU,VTWIN
A11016,1596,83921,DS188012,VT-12-0938,PU,VTWIN
A6067885,1608,83952,DS188082,VT-12-0969,PU,VTWIN
40130063014,2123,86796,DS223354,VT-18-3251,PU,VTWIN
A3757444,3384,84302,11320621,VT-13-0138,PU,VTWIN
A2403270,3394,96420,DS196136,VT-10-0442,PU,VTWIN
A2462140,3388,96336,DS194098,VT-10-0208,PU,VTWIN
A2403370,3410,96421,DS196137,VT-10-0443,PU,VTWIN
204280,4116,86416,DS199409,VT-17-8232,PU,VTWIN
1013040012,4909,92080,DS223593,VT-36-0768,PU,VTWIN
344,28774,71075,VT-32-3440,17420065,VTWIN,PU
78285,62122,77473,VT-15-8285,VT-42-0263,VTWIN,VTWIN
210242,43429,89714,VT-31-0242,WPS-820-50805,VTWIN,WPS
T030162,1067,93184,07110242,VT-40-0921,PU,VTWIN
710464,359,45029,09262971,WPS-191-37032,PU,WPS
334246,12326,84231,09320126,VT-12-9907,PU,VTWIN
87935,6586,43971,DS190490,WPS-830-1114,PU,WPS
1013030002,4915,92198,DS223897,VT-36-2501,PU,VTWIN
6083030017,26558,63481,11300298,VT-18-1158,PU,VTWIN
255580,4228,86431,DS199439,VT-17-8580,PU,VTWIN
A1826002,380,83521,09261092,VT-11-1233,PU,VTWIN
A2578530A,3421,96477,DS194192,VT-10-0716,PU,VTWIN
NMCON02P,1288,11252,21201406,21201424,PU,PU
3213002017,26579,63478,11321000,VT-18-1155,PU,VTWIN
A2555036,4496,84093,DS194163,VT-12-1440,PU,VTWIN
1863348A/C,3646,57876,DS174360,WPS-681-4467,PU,WPS
K2834,4393,88329,04050329,VT-24-0904,PU,VTWIN
A2555536,14651,84087,DS194168,VT-12-1428,PU,VTWIN
281204,7077,57535,13020367,WPS-22-81204,PU,WPS
A4412472,2509,87803,DS324613,VT-23-1733,PU,VTWIN
A3749684,205,83798,DS193157,VT-12-0564,PU,VTWIN
L240436CRLED,7483,41485,20100772,WPS-820-0351,PU,WPS
A8970,646,84040,11060092,VT-12-1303,PU,VTWIN
87804,1604,58593,DS189844,WPS-830-1186,PU,WPS
102024,2709,53437,21020216,WPS-820-60402,PU,WPS
77743,75749,85559,VT-37-8976,VT-15-7743,VTWIN,VTWIN
846H.LS,4064,87965,17212452,VT-23-4559,PU,VTWIN
6239SK2,26839,64093,DS360103,VT-20-0612,PU,VTWIN
105130G,11422,49407,04040542,WPS-812-52309,PU,WPS
JGI4584949,24760,84494,DS194494,VT-14-0036,PU,VTWIN
31861,13164,88281,04100325,VT-24-0667,PU,VTWIN
JGI2700688,31540,91681,DS289109,VT-35-0422,PU,VTWIN
JGI6053885K,31547,85205,DS173351,VT-15-0866,PU,VTWIN
H070595SMB,17484,67312,06102320,VT-26-1051,PU,VTWIN
9261,60760,61504,VT-11-3253,VT-14-0254,VTWIN,VTWIN
9261,60760,83987,VT-11-3253,VT-12-1156,VTWIN,VTWIN
9261,61504,83987,VT-14-0254,VT-12-1156,VTWIN,VTWIN
201402,20538,51170,12102666,WPS-820-51157,PU,WPS
JGI2522593K,31562,85210,DS173318,VT-15-0872,PU,VTWIN
C3204331,16749,67962,05100193,VT-27-1818,PU,VTWIN
78713,62225,91892,VT-15-8713,VT-35-2002,VTWIN,VTWIN
89236,21375,65577,VT-23-2318,17020463,VTWIN,PU
89236,50620,65577,VT-23-2318,WPS-820-32022,VTWIN,WPS
89236,21375,50620,17020463,WPS-820-32022,PU,WPS
210150,24759,63229,DS194499,VT-17-6000,PU,VTWIN
A2400803,4365,83881,09500357,VT-12-0821,PU,VTWIN
21064,22260,44149,19133006,WPS-830-1135,PU,WPS
E280042,3284,92657,05211235,VT-37-0902,PU,VTWIN
314004,4079,8856,04140511,09240211,PU,PU
251002,7639,57526,A251002,WPS-22-51002,PU,WPS
P101401,30660,42552,WPS-830-1014,24010297,WPS,PU
205120,2020,86417,DS199420,VT-17-8233,PU,VTWIN
P101708,24504,42556,WPS-830-1021,DS175008,WPS,PU
3023020011,2144,63563,DS223737,VT-18-3690,PU,VTWIN
500775B,34601,51772,16021496,WPS-812-02143,PU,WPS
40121,26184,71143,16100527,VT-32-6673,PU,VTWIN
160904,1325,91313,22120103,VT-33-2023,PU,VTWIN
1013030017,5286,92070,DS223885,VT-36-0715,PU,VTWIN
78588,62186,86409,VT-15-8588,VT-17-8085,VTWIN,VTWIN
110411,36303,73917,DS0411,VT-35-0003,PU,VTWIN
78589,62187,86410,VT-15-8589,VT-17-8086,VTWIN,VTWIN
296700,4117,86578,DS199423,VT-17-9897,PU,VTWIN
1013010016,2090,74983,06521305,VT-36-2495,PU,VTWIN
A3749641,1643,83754,DS193158,VT-12-0508,PU,VTWIN
102005,1084,53446,21020278,WPS-820-60411,PU,WPS
102005,1084,16693,21020278,04160060,PU,PU
102005,16693,53446,WPS-820-60411,04160060,WPS,PU
206011PA,7555,71604,20010249,VT-33-0030,PU,VTWIN
053324,17333,46354,06100210,WPS-820-54350,PU,WPS
C6132,42583,93029,WPS-830-1063,VT-37-9236,WPS,VTWIN
102002C,7338,70317,21020415,VT-32-0474,PU,VTWIN
61129,42598,81900,WPS-830-1084,VT-54-0175,WPS,VTWIN
1101,8682,42601,WPS-830-5000,09261466,WPS,PU
A3743636,1632,86524,DS193152,VT-17-9830,PU,VTWIN
1710,42611,62414,WPS-830-5010,VT-16-0705,WPS,VTWIN
A3513180,1667,86125,DS194179,VT-17-0414,PU,VTWIN
204260,2024,86415,DS199408,VT-17-8231,PU,VTWIN
20760,42778,74222,WPS-865-01060,VT-35-0760,WPS,VTWIN
20762,42780,74651,WPS-865-01062,VT-35-6100,WPS,VTWIN
E280041,3283,92658,05211234,VT-37-0903,PU,VTWIN
5020001004,9365,86797,DS223355,VT-18-3252,PU,VTWIN
JGI1676973T,3673,85355,DS174913,VT-15-1130,PU,VTWIN
40111,27284,37956,WPS-274-0011,35011863,WPS,PU
40111,27284,90289,35011863,VT-32-0633,PU,VTWIN
1013030007,1831,92192,DS223883,VT-36-2468,PU,VTWIN
6311CH,11698,74684,DS390235,VT-35-9088,PU,VTWIN
JGI3565406X,3533,85424,09341192,VT-15-1259,PU,VTWIN
JGI8316251,3681,84704,DS194464,VT-14-0663,PU,VTWIN
78478,62157,72338,VT-15-8478,VT-33-1682,VTWIN,VTWIN
210450,4201,63232,DS194500,VT-17-6003,PU,VTWIN
20157,63175,66797,VT-17-2017,VT-25-0951,VTWIN,VTWIN
920212,13182,44019,DS193767,WPS-830-1126,PU,WPS
JGI3307637,3660,84673,DS174478,VT-14-0630,PU,VTWIN
A2400906,574,83879,09500358,VT-12-0819,PU,VTWIN
A4329382,1752,94534,DS195411,VT-44-2030,PU,VTWIN
86631,14194,61376,VT-12-9990,09320088,VTWIN,PU
A3581236,4497,86019,DS195169,VT-17-0161,PU,VTWIN
202031,37350,60025,WPS-191-57018,VT-11-0959,WPS,VTWIN
4021,39028,64451,WPS-57-04021,VT-21-0343,WPS,VTWIN
F510216GB,773,80518,14110040,VT-50-0288,PU,VTWIN
105130,53,49405,04040540,WPS-812-52307,PU,WPS
A4119683,1742,94340,DS195402,VT-44-0423,PU,VTWIN
71192,1335,77166,24010432,VT-40-1192,PU,VTWIN
16205,43095,93361,WPS-87-9417,VT-39-0117,WPS,VTWIN
161300,25096,91616,DS289232,VT-35-0102,PU,VTWIN
105120,11408,49404,04040539,WPS-812-52306,PU,WPS
A2403901A,4367,83873,09500229,VT-12-0813,PU,VTWIN
B160733MB,822,87924,17010781,VT-23-2369,PU,VTWIN
B160920,2646,87871,17020739,VT-23-2073,PU,VTWIN
120401,3131,91127,09026319,VT-33-0238,PU,VTWIN
2400654A,3489,96675,DS194141,VT-10-8324,PU,VTWIN
40188,70808,92851,VT-32-1723,VT-37-8588,VTWIN,VTWIN
237230,25753,70369,21020204,VT-32-0709,PU,VTWIN
K0210P2,12683,60227,09031567,VT-11-1314,PU,VTWIN
053843,17478,54469,06102258,WPS-820-54378,PU,WPS
JGI4584987,31585,84499,DS174782,VT-14-0042,PU,VTWIN
710468,15246,61566,09263027,VT-14-1000,PU,VTWIN
A3312694,3245,90952,21100229,VT-32-9281,PU,VTWIN
A3404052,3372,83902,11060018,VT-12-0917,PU,VTWIN
112914,36155,74696,10030453,VT-35-9142,PU,VTWIN
254710,1789,86432,DS199440,VT-17-8710,PU,VTWIN
205340,1801,86418,DS199425,VT-17-8234,PU,VTWIN
794004,23046,50224,21100994,WPS-279-2204,PU,WPS
78475,62154,72335,VT-15-8475,VT-33-1679,VTWIN,VTWIN
A2558136,1681,96465,DS194147,VT-10-0704,PU,VTWIN
JGI1703399,24455,85397,DS173218,VT-15-1210,PU,VTWIN
700005,20300,56464,11070650,WPS-70-700005,PU,WPS
110409,12444,73920,VT-35-0009,DS0409,VTWIN,PU
DC66,6732,90435,21020141,VT-32-1065,PU,VTWIN
DC66,36926,90435,WPS-133-1083,VT-32-1065,WPS,VTWIN
70256,26211,69551,21070288,VT-32-3106,PU,VTWIN
70256,26211,91191,21070288,VT-33-0903,PU,VTWIN
70256,69551,91191,VT-32-3106,VT-33-0903,VTWIN,VTWIN
206588ALED,22516,71943,20300115,VT-33-0902,PU,VTWIN
A3758341,701,86750,11320622,VT-18-3114,PU,VTWIN
A1849248,4350,96439,09290019,VT-10-0500,PU,VTWIN
1013040016,4927,92078,DS223541,VT-36-0765,PU,VTWIN
987016,6561,44167,19133011,WPS-830-1195,PU,WPS
A3581036,1933,83910,DS188069,VT-12-0925,PU,VTWIN
1023010015,2065,74910,06521303,VT-36-1536,PU,VTWIN
150131,3411,59649,DS194195,VT-10-8260,PU,VTWIN
302450,43510,79960,WPS-820-54666,VT-49-0900,WPS,VTWIN
148423,43512,86738,WPS-820-54680,VT-18-2159,WPS,VTWIN
302288,43513,95717,WPS-820-54669,VT-51-0482,WPS,VTWIN
16106,25570,71028,V16106,VT-32-3049,PU,VTWIN
148400,13660,43514,WPS-820-54681,11320697,WPS,PU
148141,13659,43515,WPS-820-54683,11321379,WPS,PU
148108,43516,86884,WPS-820-54685,VT-18-8310,WPS,VTWIN
237240,25737,70370,21020205,VT-32-0712,PU,VTWIN
A3339350,3400,83632,DS194350,VT-12-0206,PU,VTWIN
A5707,712,86872,11320658,VT-18-8269,PU,VTWIN
148111,43521,86885,WPS-820-54686,VT-18-8311,WPS,VTWIN
JGI3495504K,31535,61746,VT-15-0881,09340952,VTWIN,PU
40130047060,2148,86704,DS223772,VT-18-1118,PU,VTWIN
16739,42772,74057,WPS-865-01030,VT-35-0363,WPS,VTWIN
A6754,20249,86492,11060026,VT-17-9751,PU,VTWIN
78021,24730,77453,DS193002,VT-42-0226,PU,VTWIN
5016610041,5283,61381,DS223759,VT-13-0172,PU,VTWIN
191318,43527,63862,WPS-820-54692,VT-19-0606,WPS,VTWIN
110019,76824,92060,VT-40-0019,VT-36-0627,VTWIN,VTWIN
A3790500,704,86674,11320281,VT-18-0455,PU,VTWIN
296800,4211,86579,11060061,VT-17-9898,PU,VTWIN
191322,43528,63866,WPS-820-54696,VT-19-0610,WPS,VTWIN
62142,11690,61533,16010225,VT-14-0700,PU,VTWIN
A2498166,571,84124,09500227,VT-12-1516,PU,VTWIN
JGI2700289,1519,84670,DS174373,VT-14-0625,PU,VTWIN
JGI2526386,1514,85241,DS174367,VT-15-0932,PU,VTWIN
JGI1754148A,15075,85288,DS174470,VT-15-1005,PU,VTWIN
S521,36649,61046,S521,VT-11-9776,PU,VTWIN
A3505052,580,86217,09500418,VT-17-0910,PU,VTWIN
1066051,36190,60900,09280023,VT-11-7715,PU,VTWIN
202038C,9280,60043,09261985,VT-11-0980,PU,VTWIN
62137,35036,67162,VT-26-0400,44020048,VTWIN,PU
27400040,90615,91896,VT-35-2424,VT-32-2185,VTWIN,VTWIN
BG001801,9516,37807,18610522,WPS-27-5728,PU,WPS
2021031,43881,60186,WPS-191-57075,VT-11-1227,WPS,VTWIN
2021031,31774,43881,WPS-191-57075,09262963,WPS,PU
2021031,31774,60186,VT-11-1227,09262963,VTWIN,PU
JGI1705399,3624,85395,DS173222,VT-15-1208,PU,VTWIN
42815,58644,87539,VT-23-0554,WPS-820-32004,VTWIN,WPS
190401,41764,70376,WPS-820-2696,VT-32-0742,WPS,VTWIN
DR6B,1230,90976,21200046,VT-32-9611,PU,VTWIN
DR6B,58768,90976,WPS-850-08011,VT-32-9611,WPS,VTWIN
BA051231,31912,43985,WPS-27-5798BK,22110172,WPS,PU
20813,28092,44148,WPS-830-1133,24010124,WPS,PU
84081,1601,44161,WPS-830-1185,DS189975,WPS,PU
JGI1738699,1440,85388,DS173223,VT-15-1195,PU,VTWIN
JGI2925078,1917,85298,DS289104,VT-15-1019,PU,VTWIN
40130089070,4911,86702,DS223753,VT-18-1116,PU,VTWIN
990417,6554,44169,WPS-830-1197,19133010,WPS,PU
H070789MB1,30305,67372,06101874,VT-26-2240,PU,VTWIN
1201,44178,77366,WPS-830-5033,VT-41-0988,WPS,VTWIN
1201,8561,44178,WPS-830-5033,09261469,WPS,PU
1201,8561,77366,VT-41-0988,09261469,VTWIN,PU
1304,14816,44181,WPS-830-5037,09250728,WPS,PU
8050,67768,69348,VT-27-1060,VT-30-8050,VTWIN,VTWIN
3534,33677,67779,VT-27-1072,DS3534,VTWIN,PU
8374,53318,68062,WPS-56-8374,VT-27-8374,WPS,VTWIN
JGI1703007X,31519,61890,09342097,VT-15-1455,PU,VTWIN
2291,68034,68877,VT-27-2291,VT-30-0776,VTWIN,VTWIN
302860,44321,95378,WPS-820-52453,VT-50-0622,WPS,VTWIN
JGI3014358,3605,85302,DS174040,VT-15-1023,PU,VTWIN
302861,44322,80607,WPS-820-52454,VT-50-0623,WPS,VTWIN
302862,44323,89619,WPS-820-52455,VT-31-0025,WPS,VTWIN
108,39004,77330,WPS-57-0108,VT-41-0134,WPS,VTWIN
JGI3490105KF,31529,61832,09344617,VT-15-1334,PU,VTWIN
28629,38094,44920,WPS-82-8299,WPS-29-1123,WPS,WPS
2M4942005,44949,60255,WPS-865-02001,VT-11-1351,WPS,VTWIN
350153,64906,92888,VT-37-8790,VT-22-0760,VTWIN,VTWIN
88186,44988,60163,WPS-820-51548,VT-11-1196,WPS,VTWIN
606009,8139,72982,VT-34-0351,07110041,VTWIN,PU
36028,44993,65978,WPS-820-52286,VT-24-0198,WPS,VTWIN
2M6164005,45182,60261,WPS-865-02004,VT-11-1358,WPS,VTWIN
6164,45186,59775,WPS-865-02008,VT-11-0190,WPS,VTWIN
6164010,45188,59777,WPS-865-02010,VT-11-0192,WPS,VTWIN
6164020,45189,59778,WPS-865-02011,VT-11-0193,WPS,VTWIN
6164030,45190,59779,WPS-865-02012,VT-11-0194,WPS,VTWIN
2M6127,45194,60266,WPS-865-02016,VT-11-1363,WPS,VTWIN
2M6127030,45197,60269,WPS-865-02019,VT-11-1366,WPS,VTWIN
2M6127040,45198,60270,WPS-865-02020,VT-11-1367,WPS,VTWIN
6127,45199,59770,WPS-865-02021,VT-11-0185,WPS,VTWIN
6127030,45202,59773,WPS-865-02024,VT-11-0188,WPS,VTWIN
2M6482,45203,60271,WPS-865-02026,VT-11-1368,WPS,VTWIN
2M6482010,45204,60272,WPS-865-02027,VT-11-1369,WPS,VTWIN
500140,31671,95528,06302835,VT-50-1140,PU,VTWIN
2M6482020,45205,60273,WPS-865-02028,VT-11-1370,WPS,VTWIN
2M6482040,45207,60275,WPS-865-02030,VT-11-1372,WPS,VTWIN
6482,45208,59761,WPS-865-02031,VT-11-0176,WPS,VTWIN
CM255,45279,79556,WPS-27-M255,VT-48-1812,WPS,VTWIN
CM256,45280,79217,WPS-27-M256,VT-48-0599,WPS,VTWIN
2021250,9360,45372,WPS-191-27050,09500887,WPS,PU
241276,45405,84381,WPS-820-54660,VT-13-0871,WPS,VTWIN
241276,7070,45405,WPS-820-54660,11200444,WPS,PU
241276,7070,84381,VT-13-0871,11200444,VTWIN,PU
148422,45407,63504,WPS-820-54720,VT-18-2158,WPS,VTWIN
148422,28961,45407,WPS-820-54720,11321583,WPS,PU
148422,28961,63504,VT-18-2158,11321583,VTWIN,PU
2020260,31729,83553,09262866,VT-11-6127,PU,VTWIN
15500,45447,62263,WPS-132-7065,VT-16-0388,WPS,VTWIN
353064,45552,67535,WPS-820-4064,VT-27-0457,WPS,VTWIN
AX068M00,31907,45620,WPS-27-5830,06310180,WPS,PU
JGI6053989KF,9044,61804,09344618,VT-15-1332,PU,VTWIN
70139,89480,90738,VT-30-0109,VT-32-7139,VTWIN,VTWIN
70300,70249,84909,VT-32-3116,VT-15-0179,VTWIN,VTWIN
190310JBS,29253,70250,VT-32-0178,21050124,VTWIN,PU
NOBDPYH,23390,90642,21300138,VT-32-5058,PU,VTWIN
NOBDPYH,49103,90642,WPS-850-08788,VT-32-5058,WPS,VTWIN
DP4B,3994,90987,21200056,VT-32-9621,PU,VTWIN
DP4B,58778,90987,WPS-850-08021,VT-32-9621,WPS,VTWIN
110061,42911,92210,WPS-87-10061,VT-36-2552,WPS,VTWIN
19301,46017,80871,WPS-830-0300,VT-50-2600,WPS,VTWIN
19314,46070,77586,WPS-830-0303,VT-42-0618,WPS,VTWIN
20118,46076,58577,WPS-830-0310,WPS-830-1100,WPS,WPS
20118,46076,67033,WPS-830-0310,VT-25-3253,WPS,VTWIN
20118,58577,67033,WPS-830-1100,VT-25-3253,WPS,VTWIN
20301,4395,46077,WPS-830-0312,35110027,WPS,PU
20308,46079,66550,WPS-830-0314,VT-25-0050,WPS,VTWIN
20314,46082,66747,WPS-830-0317,VT-25-0771,WPS,VTWIN
20318,46083,67018,WPS-830-0318,VT-25-2288,WPS,VTWIN
BZ080000,31929,55533,22100695,WPS-28-61022,PU,WPS
21414,46099,65434,WPS-830-0339,VT-23-1414,WPS,VTWIN
21418,46101,65437,WPS-830-0341,VT-23-1418,WPS,VTWIN
77623,8406,77433,35010975,VT-42-0189,PU,VTWIN
U080217,68675,89538,VT-30-0240,VT-30-0601,VTWIN,VTWIN
21411,46125,65433,WPS-830-0367,VT-23-1411,WPS,VTWIN
3576,5255,95948,DS3576,VT-54-0438,PU,VTWIN
286082,77423,77664,VT-42-0998,VT-42-0164,VTWIN,VTWIN
2022,30927,76952,VT-40-0359,07120318,VTWIN,PU
77031,71167,89752,VT-31-0429,VT-32-7031,VTWIN,VTWIN
DEI2114LB,8689,46188,WPS-827-05063,14010985,WPS,PU
DEIOEM14LS,8659,46201,WPS-827-05080,14010984,WPS,PU
DEIOEMB,11398,46202,WPS-827-05081,14011032,WPS,PU
DEIOEMC,11388,46203,WPS-827-05082,14011033,WPS,PU
TALONOEMB,8668,46268,WPS-827-05401,14011022,WPS,PU
610,9512,18540,DS305501,07110045,PU,PU
NHCXJ12,34319,71148,21200369,VT-32-6678,PU,VTWIN
1212,3440,73725,VT-34-2150,09263368,VTWIN,PU
79600,11182,90763,08010462,VT-32-7539,PU,VTWIN
302291,93916,94632,VT-42-1054,VT-46-0339,VTWIN,VTWIN
DC121,28356,71540,21020025,VT-32-9343,PU,VTWIN
PCC128118,20501,86978,12040123,VT-20-0060,PU,VTWIN
250029GB,2766,93924,VT-42-1164,21130494,VTWIN,PU
80176B,80743,80759,VT-50-1514,VT-50-1305,VTWIN,VTWIN
JGI6056536,1570,85231,DS174780,VT-15-0919,PU,VTWIN
JGI2624668D,1568,85245,VT-15-0939,DS174730,VTWIN,PU
80211,95582,95650,VT-50-1875,VT-50-1505,VTWIN,VTWIN
HBCLF0201,38613,62710,WPS-490-9950,VT-16-1898,WPS,VTWIN
358885,37530,62246,WPS-235-8885,VT-16-0066,WPS,VTWIN
89445,47041,59103,WPS-820-51408,VT-10-0691,WPS,VTWIN
11503,83361,96321,VT-10-1770,VT-10-0175,VTWIN,VTWIN
120411MD,7484,72075,20100777,VT-33-1169,PU,VTWIN
8106,69355,72786,VT-33-8106,VT-30-8106,VTWIN,VTWIN
BDL30884,5476,63992,DS360011,VT-20-0115,PU,VTWIN
20581,2210,58585,19133001,WPS-830-1129,PU,WPS
77001,47239,85443,WPS-276-02081,VT-15-1376,WPS,VTWIN
JGI3482479,1590,85315,DS174831,VT-15-1039,PU,VTWIN
208700,4229,86429,VT-17-8502,DS199418,VTWIN,PU
4550,21588,47454,WPS-821-2026,17411012,WPS,PU
056319,28645,47471,WPS-820-0536,16220554,WPS,PU
84966,47499,87633,WPS-820-32021,VT-23-0810,WPS,VTWIN
84966,13635,47499,WPS-820-32021,17020119,WPS,PU
84966,13635,87633,VT-23-0810,17020119,VTWIN,PU
120429,47518,72950,WPS-820-50578,VT-34-0279,WPS,VTWIN
193000,47519,64063,WPS-820-51223,VT-20-0369,WPS,VTWIN
BA053101,23510,47574,WPS-28-61008,22120814,WPS,PU
77933,62066,74271,VT-15-7933,VT-35-0872,VTWIN,VTWIN
40175,70525,92840,VT-37-8575,VT-32-1217,VTWIN,VTWIN
10560002,47606,64078,WPS-827-07000,VT-20-0516,WPS,VTWIN
10560005,47607,64082,WPS-827-07002,VT-20-0550,WPS,VTWIN
10560006,47608,64138,WPS-827-07003,VT-20-0769,WPS,VTWIN
10560020,47611,64139,WPS-827-07005,VT-20-0770,WPS,VTWIN
10560026,47612,64140,WPS-827-07006,VT-20-0771,WPS,VTWIN
10560027,47613,64141,WPS-827-07007,VT-20-0772,WPS,VTWIN
55404,47640,62470,WPS-139-10014,VT-16-0920,WPS,VTWIN
12361,50164,72903,VT-34-0174,WPS-85-4165,VTWIN,WPS
DR4B,4025,90974,21200044,VT-32-9609,PU,VTWIN
DR4B,58766,90974,WPS-850-08009,VT-32-9609,WPS,VTWIN
2021800,9353,47670,WPS-191-27792T,09263276,WPS,PU
2021850,9296,47671,WPS-191-27793S,09263277,WPS,PU
334148,36288,59475,334148,VT-10-2560,PU,VTWIN
A4356035,16460,83846,02130388,VT-12-0708,PU,VTWIN
L226828AC,7316,72119,20200400,VT-33-1274,PU,VTWIN
106200B,8763,47744,WPS-812-52299,04080374,WPS,PU
2023150,15202,60468,VT-11-2029,09263220,VTWIN,PU
18438,48062,71371,WPS-865-01426,VT-32-8438,WPS,VTWIN
19259,48082,93371,WPS-865-01434,VT-39-0143,WPS,VTWIN
19260,48083,87710,WPS-865-01435,VT-23-1019,WPS,VTWIN
19260,48083,93368,WPS-865-01435,VT-39-0140,WPS,VTWIN
19260,87710,93368,VT-23-1019,VT-39-0140,VTWIN,VTWIN
1012,30925,94989,09250433,VT-49-0909,PU,VTWIN
2021016H,48369,60178,WPS-191-17046,VT-11-1219,WPS,VTWIN
2021016H,19412,48369,WPS-191-17046,09263306,WPS,PU
2021016H,19412,60178,VT-11-1219,09263306,VTWIN,PU
