"product_id","sku","brand","source_vendor","name","image_url","http_status","error"
"65328","VT-23-0879","Duro","VTWIN","Duro Organic Disc Brake Pad Set","http://www.vtwinmfg.com/WebPics/23/23-0879.jpg","404",""
