"product_id","sku","brand","source_vendor","name","image_url","http_status","error"
"92026","VT-36-0420","V-Twin","VTWIN","Front Brake Cable Adjuster","http://www.vtwinmfg.com/WebPics/36/36-0420.jpg","404",""
"87500","VT-23-0449","Edart","VTWIN","Rear Mechanical Brake Lever","http://www.vtwinmfg.com/WebPics/23/23-0449.jpg","404",""
