row_id,catalog_source,source_page,section,fits_raw,hd_model_code,year_start,year_end,note,cable_type,variant,sku,sku_nodash,oem_number,length,elbow_or_adjuster,travel,cruise_ready,catalog_unified_id,catalog_unified_name,already_has_oem
558,fatbook_2026,1465,DRESSER,For 00-01 FLTRSE/I,FLTRSE/I,2000,2001,,idle,black_vinyl,0651-0179,06510179,56485-00B,"41 1/2""",70°,"4 11/16""",Y,3080,"Black Vinyl Idle Cable - Cruise - 41-1/2""",yes
559,fatbook_2026,1465,DRESSER,For 06-07 FLHX/I,FLHX/I,2006,2007,,throttle,braided,0650-0298,06500298,56526-02,"39 1/2""",70°,"5""",,157,"Stainless Braided Throttle Cable - 39-1/2""",yes
560,fatbook_2026,1465,DRESSER,For 06-07 FLHX/I,FLHX/I,2006,2007,,throttle,black_vinyl,0650-0335,06500335,56526-02,"39 1/2""",70°,"5""",,3097,"Black Vinyl Throttle Cable - 39-1/2""",yes
561,fatbook_2026,1465,DRESSER,For 06-07 FLHX/I,FLHX/I,2006,2007,,idle,braided,0651-0168,06510168,56358-02,"38 3/8""",70°,"4 7/8""",Y,3188,"Stainless Braided Idle Cable - Cruise - 38-3/8""",yes
562,fatbook_2026,1465,DRESSER,For 06-07 FLHX/I,FLHX/I,2006,2007,,idle,black_vinyl,0651-0178,06510178,56358-02,"38 3/8""",70°,"4 7/8""",Y,14147,"Black Vinyl Idle Cable - Cruise - 38-3/8""",yes
563,fatbook_2026,1466,SOFTAIL,For 11-13 FXS,FXS,2011,2013,,throttle,braided,0650-0286,06500286,56432-98,"26 1/2""",90°,"5""",,301,"Stainless Braided Throttle Cable - 26-1/2""",yes
564,fatbook_2026,1466,SOFTAIL,For 11-13 FXS,FXS,2011,2013,,throttle,black_vinyl,0650-0323,06500323,56432-98,"26 1/2""",90°,"5""",,155,"Black Vinyl Throttle Cable - 26-1/2""",yes
565,fatbook_2026,1466,SOFTAIL,For 11-13 FXS,FXS,2011,2013,,idle,braided,0651-0094,06510094,56433-98,"26 1/2""",90°,"4 3/4""",N,14268,"Stainless Braided Idle Cable - 26-1/2""",yes
566,fatbook_2026,1466,SOFTAIL,For 11-13 FXS,FXS,2011,2013,,idle,black_vinyl,0651-0131,06510131,56433-98,"26 1/2""",90°,"4 3/4""",N,3179,"Black Vinyl Idle Cable - 26-1/2""",yes
567,fatbook_2026,1466,SOFTAIL,For 14-15 FXSB,FXSB,2014,2015,,throttle,braided,0650-0292,06500292,561000-56,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",no
568,fatbook_2026,1466,SOFTAIL,For 14-15 FXSB,FXSB,2014,2015,,throttle,black_vinyl,0650-0329,06500329,561000-56,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",no
569,fatbook_2026,1466,SOFTAIL,For 14-15 FXSB,FXSB,2014,2015,,idle,braided,0651-0099,06510099,270000-04,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",no
570,fatbook_2026,1466,SOFTAIL,For 14-15 FXSB,FXSB,2014,2015,,idle,black_vinyl,0651-0136,06510136,270000-04,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",no
571,fatbook_2026,1466,SOFTAIL,For 08-11 FXCW/FXCWC,FXCW/FXCWC,2008,2011,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
572,fatbook_2026,1466,SOFTAIL,For 08-11 FXCW/FXCWC,FXCW/FXCWC,2008,2011,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
573,fatbook_2026,1466,SOFTAIL,For 08-11 FXCW/FXCWC,FXCW/FXCWC,2008,2011,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
574,fatbook_2026,1466,SOFTAIL,For 08-11 FXCW/FXCWC,FXCW/FXCWC,2008,2011,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
575,fatbook_2026,1466,SOFTAIL,For 01-10 FXST/I,FXST/I,2001,2010,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
576,fatbook_2026,1466,SOFTAIL,For 01-10 FXST/I,FXST/I,2001,2010,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
577,fatbook_2026,1466,SOFTAIL,For 01-10 FXST/I,FXST/I,2001,2010,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
578,fatbook_2026,1466,SOFTAIL,For 01-10 FXST/I,FXST/I,2001,2010,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
579,fatbook_2026,1466,SOFTAIL,For 00 FXST,FXST,2000,2000,,throttle,braided,0650-0292,06500292,56356-96,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
580,fatbook_2026,1466,SOFTAIL,For 00 FXST,FXST,2000,2000,,throttle,black_vinyl,0650-0329,06500329,56356-96,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",no
581,fatbook_2026,1466,SOFTAIL,For 00 FXST,FXST,2000,2000,,idle,braided,0651-0099,06510099,56342-96,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
582,fatbook_2026,1466,SOFTAIL,For 00 FXST,FXST,2000,2000,,idle,black_vinyl,0651-0136,06510136,56342-96,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
583,fatbook_2026,1466,SOFTAIL,For 07-10 FXSTC,FXSTC,2007,2010,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
584,fatbook_2026,1466,SOFTAIL,For 07-10 FXSTC,FXSTC,2007,2010,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
585,fatbook_2026,1466,SOFTAIL,For 07-10 FXSTC,FXSTC,2007,2010,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
586,fatbook_2026,1466,SOFTAIL,For 07-10 FXSTC,FXSTC,2007,2010,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
587,fatbook_2026,1466,SOFTAIL,For 00-07 FXSTD/I,FXSTD/I,2000,2007,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
588,fatbook_2026,1466,SOFTAIL,For 00-07 FXSTD/I,FXSTD/I,2000,2007,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
589,fatbook_2026,1466,SOFTAIL,For 00-07 FXSTD/I,FXSTD/I,2000,2007,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
590,fatbook_2026,1466,SOFTAIL,For 00-07 FXSTD/I,FXSTD/I,2000,2007,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
591,fatbook_2026,1466,SOFTAIL,For 00-10 FXSTB/I,FXSTB/I,2000,2010,,throttle,braided,0650-0286,06500286,56432-98,"26 1/2""",90°,"5""",,301,"Stainless Braided Throttle Cable - 26-1/2""",yes
592,fatbook_2026,1466,SOFTAIL,For 00-10 FXSTB/I,FXSTB/I,2000,2010,,throttle,black_vinyl,0650-0323,06500323,56432-98,"26 1/2""",90°,"5""",,155,"Black Vinyl Throttle Cable - 26-1/2""",yes
593,fatbook_2026,1466,SOFTAIL,For 00-10 FXSTB/I,FXSTB/I,2000,2010,,idle,braided,0651-0094,06510094,56433-98,"26 1/2""",90°,"4 3/4""",N,14268,"Stainless Braided Idle Cable - 26-1/2""",yes
594,fatbook_2026,1466,SOFTAIL,For 00-10 FXSTB/I,FXSTB/I,2000,2010,,idle,black_vinyl,0651-0131,06510131,56433-98,"26 1/2""",90°,"4 3/4""",N,3179,"Black Vinyl Idle Cable - 26-1/2""",yes
595,fatbook_2026,1466,SOFTAIL,For 04-07 FXSTS/I,FXSTS/I,2004,2007,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
596,fatbook_2026,1466,SOFTAIL,For 04-07 FXSTS/I,FXSTS/I,2004,2007,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
597,fatbook_2026,1466,SOFTAIL,For 04-07 FXSTS/I,FXSTS/I,2004,2007,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
598,fatbook_2026,1466,SOFTAIL,For 04-07 FXSTS/I,FXSTS/I,2004,2007,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
599,fatbook_2026,1466,SOFTAIL,For 00-03 FXSTS/I,FXSTS/I,2000,2003,,throttle,braided,0650-0294,06500294,56306-96,"32 1/2""",70°,"5""",,3213,"Stainless Braided Throttle Cable - 32-1/2""",yes
600,fatbook_2026,1466,SOFTAIL,For 00-03 FXSTS/I,FXSTS/I,2000,2003,,throttle,black_vinyl,0650-0331,06500331,56306-96,"32 1/2""",70°,"5""",,3222,"Black Vinyl Throttle Cable - 32-1/2""",yes
601,fatbook_2026,1466,SOFTAIL,For 00-03 FXSTS/I,FXSTS/I,2000,2003,,idle,braided,0651-0102,06510102,56305-96,"32 1/2""",70°,"4 3/4""",N,14134,"Stainless Braided Idle Cable - 32-1/2""",yes
602,fatbook_2026,1466,SOFTAIL,For 00-03 FXSTS/I,FXSTS/I,2000,2003,,idle,black_vinyl,0651-0139,06510139,56305-96,"32 1/2""",70°,"4 3/4""",N,183,"Black Vinyl Idle Cable - 32-1/2""",yes
603,fatbook_2026,1466,SOFTAIL,For 10-15 FLSTFB,FLSTFB,2010,2015,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
604,fatbook_2026,1466,SOFTAIL,For 10-15 FLSTFB,FLSTFB,2010,2015,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
605,fatbook_2026,1466,SOFTAIL,For 10-15 FLSTFB,FLSTFB,2010,2015,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
606,fatbook_2026,1466,SOFTAIL,For 10-15 FLSTFB,FLSTFB,2010,2015,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
607,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTC/I,FLSTC/I,2001,2015,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
608,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTC/I,FLSTC/I,2001,2015,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
609,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTC/I,FLSTC/I,2001,2015,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
610,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTC/I,FLSTC/I,2001,2015,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
611,fatbook_2026,1466,SOFTAIL,For 12-15 FLS,FLS,2012,2015,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
612,fatbook_2026,1466,SOFTAIL,For 12-15 FLS,FLS,2012,2015,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
613,fatbook_2026,1466,SOFTAIL,For 12-15 FLS,FLS,2012,2015,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
614,fatbook_2026,1466,SOFTAIL,For 12-15 FLS,FLS,2012,2015,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
615,fatbook_2026,1466,SOFTAIL,For 00 FLSTC,FLSTC,2000,2000,,throttle,braided,0650-0292,06500292,56356-96,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
616,fatbook_2026,1466,SOFTAIL,For 00 FLSTC,FLSTC,2000,2000,,throttle,black_vinyl,0650-0329,06500329,56356-96,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",no
617,fatbook_2026,1466,SOFTAIL,For 00 FLSTC,FLSTC,2000,2000,,idle,braided,0651-0099,06510099,56342-96,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
618,fatbook_2026,1466,SOFTAIL,For 00 FLSTC,FLSTC,2000,2000,,idle,black_vinyl,0651-0136,06510136,56342-96,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
619,fatbook_2026,1466,SOFTAIL,For 08-11 FLSTSB,FLSTSB,2008,2011,,throttle,braided,0650-0296,06500296,56939-07A,"34 3/4""",90°,"5""",,14158,"Stainless Braided Throttle Cable - 34-3/4""",yes
620,fatbook_2026,1466,SOFTAIL,For 08-11 FLSTSB,FLSTSB,2008,2011,,throttle,black_vinyl,0650-0333,06500333,56939-07A,"34 3/4""",90°,"5""",,3217,"Black Vinyl Throttle Cable - 34-3/4""",yes
621,fatbook_2026,1466,SOFTAIL,For 08-11 FLSTSB,FLSTSB,2008,2011,,idle,braided,0651-0104,06510104,56934-07A,"34 3/4""",90°,"4 3/4""",N,8266,"Stainless Braided Idle Cable - 34-3/4""",yes
622,fatbook_2026,1466,SOFTAIL,For 08-11 FLSTSB,FLSTSB,2008,2011,,idle,black_vinyl,0651-0141,06510141,56934-07A,"34 3/4""",90°,"4 3/4""",N,14249,"Black Vinyl Idle Cable - 34-3/4""",yes
623,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTF/I,FLSTF/I,2001,2015,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
624,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTF/I,FLSTF/I,2001,2015,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
625,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTF/I,FLSTF/I,2001,2015,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
626,fatbook_2026,1466,SOFTAIL,For 01-15 FLSTF/I,FLSTF/I,2001,2015,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
627,fatbook_2026,1466,SOFTAIL,For 00 FLSTF,FLSTF,2000,2000,,throttle,braided,0650-0292,06500292,56356-96,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
628,fatbook_2026,1466,SOFTAIL,For 00 FLSTF,FLSTF,2000,2000,,throttle,black_vinyl,0650-0329,06500329,56356-96,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",no
629,fatbook_2026,1466,SOFTAIL,For 00 FLSTF,FLSTF,2000,2000,,idle,braided,0651-0099,06510099,56342-90,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
630,fatbook_2026,1466,SOFTAIL,For 00 FLSTF,FLSTF,2000,2000,,idle,black_vinyl,0651-0136,06510136,56342-90,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
631,fatbook_2026,1466,SOFTAIL,For 05-15 FLSTN/I,FLSTN/I,2005,2015,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
632,fatbook_2026,1466,SOFTAIL,For 05-15 FLSTN/I,FLSTN/I,2005,2015,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
633,fatbook_2026,1466,SOFTAIL,For 05-15 FLSTN/I,FLSTN/I,2005,2015,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
634,fatbook_2026,1466,SOFTAIL,For 05-15 FLSTN/I,FLSTN/I,2005,2015,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
635,fatbook_2026,1466,SOFTAIL,For 01-03 FLSTS/I,FLSTS/I,2001,2003,,throttle,braided,0650-0292,06500292,56343-01,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
636,fatbook_2026,1466,SOFTAIL,For 01-03 FLSTS/I,FLSTS/I,2001,2003,,throttle,black_vinyl,0650-0329,06500329,56343-01,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
637,fatbook_2026,1466,SOFTAIL,For 01-03 FLSTS/I,FLSTS/I,2001,2003,,idle,braided,0651-0099,06510099,56342-01,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
638,fatbook_2026,1466,SOFTAIL,For 01-03 FLSTS/I,FLSTS/I,2001,2003,,idle,black_vinyl,0651-0136,06510136,56342-01,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
639,fatbook_2026,1466,SOFTAIL,For 00 FLSTS,FLSTS,2000,2000,,throttle,braided,0650-0292,06500292,56356-96,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
640,fatbook_2026,1466,SOFTAIL,For 00 FLSTS,FLSTS,2000,2000,,throttle,black_vinyl,0650-0329,06500329,56356-96,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",no
641,fatbook_2026,1466,SOFTAIL,For 00 FLSTS,FLSTS,2000,2000,,idle,braided,0651-0099,06510099,56342-96,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
642,fatbook_2026,1466,SOFTAIL,For 00 FLSTS,FLSTS,2000,2000,,idle,black_vinyl,0651-0136,06510136,56342-96,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
643,fatbook_2026,1466,DYNA,For 12-16 FLD,FLD,2012,2016,,throttle,braided,0650-0292,06500292,56421-06,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
644,fatbook_2026,1466,DYNA,For 12-16 FLD,FLD,2012,2016,,throttle,black_vinyl,0650-0329,06500329,56421-06,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
645,fatbook_2026,1466,DYNA,For 12-16 FLD,FLD,2012,2016,,idle,braided,0651-0099,06510099,56415-06,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
646,fatbook_2026,1466,DYNA,For 12-16 FLD,FLD,2012,2016,,idle,black_vinyl,0651-0136,06510136,56415-06,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
647,fatbook_2026,1466,DYNA,For 06-10 FXD/I,FXD/I,2006,2010,,throttle,braided,0650-0288,06500288,56633-06,"28 1/2""",90°,"5""",,1432,"Stainless Braided Throttle Cable - 28-1/2""",yes
648,fatbook_2026,1466,DYNA,For 06-10 FXD/I,FXD/I,2006,2010,,throttle,black_vinyl,0650-0325,06500325,56633-06,"28 1/2""",90°,"5""",,164,"Black Vinyl Throttle Cable - 28-1/2""",yes
649,fatbook_2026,1466,DYNA,For 06-10 FXD/I,FXD/I,2006,2010,,idle,braided,0651-0096,06510096,56634-06,"28 1/2""",90°,"4 3/4""",N,14133,"Stainless Braided Idle Cable - 28-1/2""",yes
650,fatbook_2026,1466,DYNA,For 06-10 FXD/I,FXD/I,2006,2010,,idle,black_vinyl,0651-0133,06510133,56634-06,"28 1/2""",90°,"4 3/4""",N,3256,"Black Vinyl Idle Cable - 28-1/2""",yes
651,fatbook_2026,1466,DYNA,For 99-05 FXD,FXD,1999,2005,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
652,fatbook_2026,1466,DYNA,For 99-05 FXD,FXD,1999,2005,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
653,fatbook_2026,1466,DYNA,For 99-05 FXD,FXD,1999,2005,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
654,fatbook_2026,1466,DYNA,For 99-05 FXD,FXD,1999,2005,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
655,fatbook_2026,1466,DYNA,For 02-05 FXD/I,FXD/I,2002,2005,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
656,fatbook_2026,1466,DYNA,For 02-05 FXD/I,FXD/I,2002,2005,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
657,fatbook_2026,1466,DYNA,For 02-05 FXD/I,FXD/I,2002,2005,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
658,fatbook_2026,1466,DYNA,For 02-05 FXD/I,FXD/I,2002,2005,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
659,fatbook_2026,1466,DYNA,For 99-05 FXDX,FXDX,1999,2005,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
660,fatbook_2026,1466,DYNA,For 99-05 FXDX,FXDX,1999,2005,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
661,fatbook_2026,1466,DYNA,For 99-05 FXDX,FXDX,1999,2005,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
662,fatbook_2026,1466,DYNA,For 99-05 FXDX,FXDX,1999,2005,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
663,fatbook_2026,1466,DYNA,For 02-05 FXDX/I,FXDX/I,2002,2005,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
664,fatbook_2026,1466,DYNA,For 02-05 FXDX/I,FXDX/I,2002,2005,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
665,fatbook_2026,1466,DYNA,For 02-05 FXDX/I,FXDX/I,2002,2005,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
666,fatbook_2026,1466,DYNA,For 02-05 FXDX/I,FXDX/I,2002,2005,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
667,fatbook_2026,1466,DYNA,For 01-03 FXDXT,FXDXT,2001,2003,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
668,fatbook_2026,1466,DYNA,For 01-03 FXDXT,FXDXT,2001,2003,,throttle,black_vinyl,0650-0332,06500332,56356-96,"32 1/2""",90°,"5""",,14346,"Black Vinyl Throttle Cable - 32-1/2""",no
669,fatbook_2026,1466,DYNA,For 01-03 FXDXT,FXDXT,2001,2003,,idle,braided,0651-0101,06510101,56355-96,"31 3/4""",90°,"4 3/4""",N,14269,"Stainless Braided Idle Cable - 31-3/4""",yes
670,fatbook_2026,1466,DYNA,For 01-03 FXDXT,FXDXT,2001,2003,,idle,black_vinyl,0651-0138,06510138,56355-96,"31 3/4""",90°,"4 3/4""",N,3069,"Black Vinyl Idle Cable - 31-3/4""",yes
671,fatbook_2026,1466,DYNA,For 10-17 FXDWG,FXDWG,2010,2017,,throttle,braided,0650-0292,06500292,56421-06,"30 3/4""",90°,"5""",,2337,"Stainless Braided Throttle Cable - 30-3/4""",yes
672,fatbook_2026,1466,DYNA,For 10-17 FXDWG,FXDWG,2010,2017,,throttle,black_vinyl,0650-0329,06500329,56421-06,"30 3/4""",90°,"5""",,14302,"Black Vinyl Throttle Cable - 30-3/4""",yes
673,fatbook_2026,1466,DYNA,For 10-17 FXDWG,FXDWG,2010,2017,,idle,braided,0651-0099,06510099,56415-06,"30 3/4""",90°,"4 3/4""",N,2408,"Stainless Braided Idle Cable - 30-3/4""",yes
674,fatbook_2026,1466,DYNA,For 10-17 FXDWG,FXDWG,2010,2017,,idle,black_vinyl,0651-0136,06510136,56415-06,"30 3/4""",90°,"4 3/4""",N,188,"Black Vinyl Idle Cable - 30-3/4""",yes
675,fatbook_2026,1466,DYNA,For 99-08 FXDWG/I,FXDWG/I,1999,2008,,throttle,braided,0650-0295,06500295,56356-96,"32 1/2""",90°,"5""",,14157,"Stainless Braided Throttle Cable - 32-1/2""",no
