row_id,catalog_source,source_page,section,fits_raw,hd_model_code,year_start,year_end,note,cable_type,variant,sku,sku_nodash,oem_number,length,elbow_or_adjuster,travel,cruise_ready,catalog_unified_id,catalog_unified_name,already_has_oem
264,oldbook_2026,891,FXR,For 90-92 FXRS,FXRS,1990,1992,,throttle,braided,0650-0308,06500308,56343-90,"30""",90°,"5""",,3091,"Stainless Braided Throttle Cable - 30""",yes
265,oldbook_2026,891,FXR,For 90-92 FXRS,FXRS,1990,1992,,throttle,black_vinyl,0650-0345,06500345,56343-90,"30""",90°,"5""",,3288,"Black Vinyl Throttle Cable - 30""",yes
266,oldbook_2026,891,FXR,For 90-92 FXRS,FXRS,1990,1992,,idle,braided,0651-0115,06510115,56342-90,"30""",90°,"4 3/4""",N,8027,"Stainless Braided Idle Cable - 30""",yes
267,oldbook_2026,891,FXR,For 90-92 FXRS,FXRS,1990,1992,,idle,black_vinyl,0651-0152,06510152,56342-90,"30""",90°,"4 3/4""",N,8226,"Black Vinyl Idle Cable - 30"" - Vinyl",yes
268,oldbook_2026,891,FXR,For 82-89 FXRS,FXRS,1982,1989,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
269,oldbook_2026,891,FXR,For 82-89 FXRS,FXRS,1982,1989,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
270,oldbook_2026,891,FXR,For 82-89 FXRS,FXRS,1982,1989,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
271,oldbook_2026,891,FXR,For 82-89 FXRS,FXRS,1982,1989,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
272,oldbook_2026,891,FXR,For 90-93 FXRS-CONV.,FXRS-CONV.,1990,1993,,throttle,braided,0650-0308,06500308,56343-90,"30""",90°,"5""",,3091,"Stainless Braided Throttle Cable - 30""",yes
273,oldbook_2026,891,FXR,For 90-93 FXRS-CONV.,FXRS-CONV.,1990,1993,,throttle,black_vinyl,0650-0345,06500345,56343-90,"30""",90°,"5""",,3288,"Black Vinyl Throttle Cable - 30""",yes
274,oldbook_2026,891,FXR,For 90-93 FXRS-CONV.,FXRS-CONV.,1990,1993,,idle,braided,0651-0115,06510115,56342-90,"30""",90°,"4 3/4""",N,8027,"Stainless Braided Idle Cable - 30""",yes
275,oldbook_2026,891,FXR,For 90-93 FXRS-CONV.,FXRS-CONV.,1990,1993,,idle,black_vinyl,0651-0152,06510152,56342-90,"30""",90°,"4 3/4""",N,8226,"Black Vinyl Idle Cable - 30"" - Vinyl",yes
276,oldbook_2026,891,FXR,For 90-93 FXRS-SP,FXRS-SP,1990,1993,,throttle,braided,0650-0308,06500308,56343-90,"30""",90°,"5""",,3091,"Stainless Braided Throttle Cable - 30""",yes
277,oldbook_2026,891,FXR,For 90-93 FXRS-SP,FXRS-SP,1990,1993,,throttle,black_vinyl,0650-0345,06500345,56343-90,"30""",90°,"5""",,3288,"Black Vinyl Throttle Cable - 30""",yes
278,oldbook_2026,891,FXR,For 90-93 FXRS-SP,FXRS-SP,1990,1993,,idle,braided,0651-0115,06510115,56342-90,"30""",90°,"4 3/4""",N,8027,"Stainless Braided Idle Cable - 30""",yes
279,oldbook_2026,891,FXR,For 90-93 FXRS-SP,FXRS-SP,1990,1993,,idle,black_vinyl,0651-0152,06510152,56342-90,"30""",90°,"4 3/4""",N,8226,"Black Vinyl Idle Cable - 30"" - Vinyl",yes
280,oldbook_2026,891,FXR,For 87-89 FXRS-SP,FXRS-SP,1987,1989,,throttle,braided,0650-0311,06500311,56336-83,"33 3/4""",90°,"3 3/4""",,14298,"Stainless Braided Throttle Cable - 33-3/4""",yes
281,oldbook_2026,891,FXR,For 87-89 FXRS-SP,FXRS-SP,1987,1989,,throttle,black_vinyl,0650-0348,06500348,56336-83,"33 3/4""",90°,"3 3/4""",,14242,"Black Vinyl Throttle Cable - 33-3/4""",yes
282,oldbook_2026,891,FXR,For 87-89 FXRS-SP,FXRS-SP,1987,1989,,idle,braided,0651-0120,06510120,56337-83,"33 1/2""",90°,"4""",N,3200,"Stainless Braided Idle Cable - 33-1/2""",yes
283,oldbook_2026,891,FXR,For 87-89 FXRS-SP,FXRS-SP,1987,1989,,idle,black_vinyl,0651-0157,06510157,56337-83,"33 1/2""",90°,"4""",N,185,"Black Vinyl Idle Cable - 33-1/2""",yes
284,oldbook_2026,891,FXR,For 90-92 FXRT,FXRT,1990,1992,,throttle,braided,0650-0308,06500308,56343-90,"30""",90°,"5""",,3091,"Stainless Braided Throttle Cable - 30""",yes
285,oldbook_2026,891,FXR,For 90-92 FXRT,FXRT,1990,1992,,throttle,black_vinyl,0650-0345,06500345,56343-90,"30""",90°,"5""",,3288,"Black Vinyl Throttle Cable - 30""",yes
286,oldbook_2026,891,FXR,For 90-92 FXRT,FXRT,1990,1992,,idle,braided,0651-0115,06510115,56342-90,"30""",90°,"4 3/4""",N,8027,"Stainless Braided Idle Cable - 30""",yes
287,oldbook_2026,891,FXR,For 90-92 FXRT,FXRT,1990,1992,,idle,black_vinyl,0651-0152,06510152,56342-90,"30""",90°,"4 3/4""",N,8226,"Black Vinyl Idle Cable - 30"" - Vinyl",yes
288,oldbook_2026,891,FXR,For 83-89 FXRT,FXRT,1983,1989,,throttle,braided,0650-0311,06500311,56336-83,"33 3/4""",90°,"3 3/4""",,14298,"Stainless Braided Throttle Cable - 33-3/4""",yes
289,oldbook_2026,891,FXR,For 83-89 FXRT,FXRT,1983,1989,,throttle,black_vinyl,0650-0348,06500348,56336-83,"33 3/4""",90°,"3 3/4""",,14242,"Black Vinyl Throttle Cable - 33-3/4""",yes
290,oldbook_2026,891,FXR,For 83-89 FXRT,FXRT,1983,1989,,idle,braided,0651-0120,06510120,56337-83,"33 1/2""",90°,"4""",N,3200,"Stainless Braided Idle Cable - 33-1/2""",yes
291,oldbook_2026,891,FXR,For 83-89 FXRT,FXRT,1983,1989,,idle,black_vinyl,0651-0157,06510157,56337-83,"33 1/2""",90°,"4""",N,185,"Black Vinyl Idle Cable - 33-1/2""",yes
292,oldbook_2026,891,FXR,For 86 FXRD,FXRD,1986,1986,,throttle,braided,0650-0311,06500311,56336-83,"33 3/4""",90°,"3 3/4""",,14298,"Stainless Braided Throttle Cable - 33-3/4""",yes
293,oldbook_2026,891,FXR,For 86 FXRD,FXRD,1986,1986,,throttle,black_vinyl,0650-0348,06500348,56336-83,"33 3/4""",90°,"3 3/4""",,14242,"Black Vinyl Throttle Cable - 33-3/4""",yes
294,oldbook_2026,891,FXR,For 86 FXRD,FXRD,1986,1986,,idle,braided,0651-0120,06510120,56337-83,"33 1/2""",90°,"4""",N,3200,"Stainless Braided Idle Cable - 33-1/2""",yes
295,oldbook_2026,891,FXR,For 86 FXRD,FXRD,1986,1986,,idle,black_vinyl,0651-0157,06510157,56337-83,"33 1/2""",90°,"4""",N,185,"Black Vinyl Idle Cable - 33-1/2""",yes
296,oldbook_2026,891,FX,For 81-82 FXS,FXS,1981,1982,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
297,oldbook_2026,891,FX,For 81-82 FXS,FXS,1981,1982,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
298,oldbook_2026,891,FX,For 81-82 FXS,FXS,1981,1982,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
299,oldbook_2026,891,FX,For 81-82 FXS,FXS,1981,1982,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
300,oldbook_2026,891,FX,For 77-80 FXS,FXS,1977,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
301,oldbook_2026,891,FX,For 77-80 FXS,FXS,1977,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
302,oldbook_2026,891,FX,For 83-85 FXSB,FXSB,1983,1985,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
303,oldbook_2026,891,FX,For 83-85 FXSB,FXSB,1983,1985,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
304,oldbook_2026,891,FX,For 83-85 FXSB,FXSB,1983,1985,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
305,oldbook_2026,891,FX,For 83-85 FXSB,FXSB,1983,1985,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
306,oldbook_2026,891,FX,For 81-84 FXE,FXE,1981,1984,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
307,oldbook_2026,891,FX,For 81-84 FXE,FXE,1981,1984,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
308,oldbook_2026,891,FX,For 81-84 FXE,FXE,1981,1984,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
309,oldbook_2026,891,FX,For 81-84 FXE,FXE,1981,1984,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
310,oldbook_2026,891,FX,For 74-80 FXE,FXE,1974,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
311,oldbook_2026,891,FX,For 74-80 FXE,FXE,1974,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
312,oldbook_2026,891,FX,For 84-85 FXEF,FXEF,1984,1985,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
313,oldbook_2026,891,FX,For 84-85 FXEF,FXEF,1984,1985,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
314,oldbook_2026,891,FX,For 84-85 FXEF,FXEF,1984,1985,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
315,oldbook_2026,891,FX,For 84-85 FXEF,FXEF,1984,1985,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
316,oldbook_2026,891,FX,For 81 FXEF,FXEF,1981,1981,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
317,oldbook_2026,891,FX,For 81 FXEF,FXEF,1981,1981,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
318,oldbook_2026,891,FX,For 81 FXEF,FXEF,1981,1981,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
319,oldbook_2026,891,FX,For 81 FXEF,FXEF,1981,1981,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
320,oldbook_2026,891,FX,For 79-80 FXEF,FXEF,1979,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
321,oldbook_2026,891,FX,For 79-80 FXEF,FXEF,1979,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
322,oldbook_2026,891,FX,For 81-86 FXWG,FXWG,1981,1986,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
323,oldbook_2026,891,FX,For 81-86 FXWG,FXWG,1981,1986,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
324,oldbook_2026,891,FX,For 81-86 FXWG,FXWG,1981,1986,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
325,oldbook_2026,891,FX,For 81-86 FXWG,FXWG,1981,1986,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
326,oldbook_2026,891,FX,For 80 FXWG,FXWG,1980,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
327,oldbook_2026,891,FX,For 80 FXWG,FXWG,1980,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
328,oldbook_2026,891,FX,For 82 FXB,FXB,1982,1982,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
329,oldbook_2026,891,FX,For 82 FXB,FXB,1982,1982,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
330,oldbook_2026,891,FX,For 82 FXB,FXB,1982,1982,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
331,oldbook_2026,891,FX,For 82 FXB,FXB,1982,1982,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
332,oldbook_2026,891,FX,For 80 FXB,FXB,1980,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
333,oldbook_2026,891,FX,For 80 FXB,FXB,1980,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
334,oldbook_2026,891,FX,For 74-78 FX,FX,1974,1978,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
335,oldbook_2026,891,FX,For 74-78 FX,FX,1974,1978,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
336,oldbook_2026,891,XL,For 81-85 XLH,XLH,1981,1985,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
337,oldbook_2026,891,XL,For 81-85 XLH,XLH,1981,1985,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
338,oldbook_2026,891,XL,For 81-85 XLH,XLH,1981,1985,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
339,oldbook_2026,891,XL,For 81-85 XLH,XLH,1981,1985,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
340,oldbook_2026,891,XL,For 74-80 XLH,XLH,1974,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
341,oldbook_2026,891,XL,For 74-80 XLH,XLH,1974,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
342,oldbook_2026,891,XL,For 81-82 XLS,XLS,1981,1982,,throttle,braided,0650-0307,06500307,56324-81C,"32 1/4""",45°,"3 3/4""",,3243,"Stainless Braided Throttle Cable - 32-1/2""",no
343,oldbook_2026,891,XL,For 81-82 XLS,XLS,1981,1982,,throttle,black_vinyl,0650-0344,06500344,56324-81C,"32 1/4""",45°,"3 3/4""",,3098,"Black Vinyl Throttle Cable - 32-1/2""",no
344,oldbook_2026,891,XL,For 81-82 XLS,XLS,1981,1982,,idle,braided,0651-0118,06510118,56323-81C,"32 1/4""",45°,"4""",N,3199,"Stainless Braided Idle Cable - 32-1/2""",no
345,oldbook_2026,891,XL,For 81-82 XLS,XLS,1981,1982,,idle,black_vinyl,0651-0155,06510155,56323-81C,"32 1/4""",45°,"4""",N,14253,"Black Vinyl Idle Cable - 32-1/2""",no
346,oldbook_2026,891,XL,For 79-80 XLS,XLS,1979,1980,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
347,oldbook_2026,891,XL,For 79-80 XLS,XLS,1979,1980,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
348,oldbook_2026,891,XL,For 74-79 XLCH,XLCH,1974,1979,,throttle,braided,0650-0309,06500309,56313-76,"33""",90°,"4""",,3216,"Stainless Braided Throttle Cable - 33""",yes
349,oldbook_2026,891,XL,For 74-79 XLCH,XLCH,1974,1979,,throttle,black_vinyl,0650-0346,06500346,56313-76,"33""",90°,"4""",,3174,"Black Vinyl Throttle Cable - 33""",yes
350,oldbook_2026,893,DRESSER (5-SPEED),For 94-98 FLHR,FLHR,1994,1998,,clutch,braided,0652-1462,06521462,38601-89,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
351,oldbook_2026,893,DRESSER (5-SPEED),For 94-98 FLHR,FLHR,1994,1998,,clutch,black_vinyl,0652-1407,06521407,38601-89,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
352,oldbook_2026,893,DRESSER (5-SPEED),For 96-97 FLHR/I,FLHR/I,1996,1997,,clutch,braided,0652-1462,06521462,38601-89,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
353,oldbook_2026,893,DRESSER (5-SPEED),For 96-97 FLHR/I,FLHR/I,1996,1997,,clutch,black_vinyl,0652-1407,06521407,38601-89,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
354,oldbook_2026,893,DRESSER (5-SPEED),For 98 FLHRC/I,FLHRC/I,1998,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
355,oldbook_2026,893,DRESSER (5-SPEED),For 98 FLHRC/I,FLHRC/I,1998,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
356,oldbook_2026,893,DRESSER (5-SPEED),For 95-98 FLHT,FLHT,1995,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
357,oldbook_2026,893,DRESSER (5-SPEED),For 95-98 FLHT,FLHT,1995,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
358,oldbook_2026,893,DRESSER (5-SPEED),For 87 FLHT,FLHT,1987,1987,,clutch,braided,0652-1442,06521442,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,14306,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
359,oldbook_2026,893,DRESSER (5-SPEED),For 87 FLHT,FLHT,1987,1987,,clutch,black_vinyl,0652-1387,06521387,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,30194,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
360,oldbook_2026,893,DRESSER (5-SPEED),For 84-86 FLHT,FLHT,1984,1986,,clutch,braided,0652-1451,06521451,38599-83A,"53 5/16""",Bottom,"4 5/16""",,29849,"High-Efficiency Braided Stainless Steel Clutch Cable - 53-5/16""",no
361,oldbook_2026,893,DRESSER (5-SPEED),For 84-86 FLHT,FLHT,1984,1986,,clutch,black_vinyl,0652-1396,06521396,38599-83A,"53 5/16""",Bottom,"4 5/16""",,29823,"High-Efficiency Black Vinyl Clutch Cable - 53-5/16""",no
362,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTC,FLHTC,1989,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
363,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTC,FLHTC,1989,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
364,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHTC,FLHTC,1987,1988,,clutch,braided,0652-1442,06521442,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,14306,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
365,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHTC,FLHTC,1987,1988,,clutch,black_vinyl,0652-1387,06521387,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,30194,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
366,oldbook_2026,893,DRESSER (5-SPEED),For 84-86 FLHTC,FLHTC,1984,1986,,clutch,braided,0652-1451,06521451,38599-83A,"53 5/16""",Bottom,"4 5/16""",,29849,"High-Efficiency Braided Stainless Steel Clutch Cable - 53-5/16""",no
367,oldbook_2026,893,DRESSER (5-SPEED),For 84-86 FLHTC,FLHTC,1984,1986,,clutch,black_vinyl,0652-1396,06521396,38599-83A,"53 5/16""",Bottom,"4 5/16""",,29823,"High-Efficiency Black Vinyl Clutch Cable - 53-5/16""",no
368,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTC/I,FLHTC/I,1989,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
369,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTC/I,FLHTC/I,1989,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
370,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTCU,FLHTCU,1989,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
371,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTCU,FLHTCU,1989,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
372,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHTCU,FLHTCU,1987,1988,,clutch,braided,0652-1442,06521442,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,14306,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
373,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHTCU,FLHTCU,1987,1988,,clutch,black_vinyl,0652-1387,06521387,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,30194,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
374,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTCU/I,FLHTCU/I,1989,1998,,clutch,braided,0652-1462,06521462,38667-00,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
375,oldbook_2026,893,DRESSER (5-SPEED),For 89-98 FLHTCU/I,FLHTCU/I,1989,1998,,clutch,black_vinyl,0652-1407,06521407,38667-00,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
376,oldbook_2026,893,DRESSER (5-SPEED),For 89-96 FLTCU/I,FLTCU/I,1989,1996,,clutch,braided,0652-1462,06521462,38601-89,"62 11/16""","25 7/8""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
377,oldbook_2026,893,DRESSER (5-SPEED),For 89-96 FLTCU/I,FLTCU/I,1989,1996,,clutch,black_vinyl,0652-1407,06521407,38601-89,"62 11/16""","25 7/8""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
378,oldbook_2026,893,DRESSER (5-SPEED),For 89-93 FLHS,FLHS,1989,1993,,clutch,braided,0652-1462,06521462,38601-89,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
379,oldbook_2026,893,DRESSER (5-SPEED),For 89-93 FLHS,FLHS,1989,1993,,clutch,black_vinyl,0652-1407,06521407,38601-89,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
380,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHS,FLHS,1987,1988,,clutch,braided,0652-1442,06521442,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,14306,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
381,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLHS,FLHS,1987,1988,,clutch,black_vinyl,0652-1387,06521387,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,30194,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
382,oldbook_2026,893,DRESSER (5-SPEED),For 89-91 FLTC,FLTC,1989,1991,,clutch,braided,0652-1462,06521462,38601-89,"62 11/16""","25 7/16""","2 3/4""",,18101,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
383,oldbook_2026,893,DRESSER (5-SPEED),For 89-91 FLTC,FLTC,1989,1991,,clutch,black_vinyl,0652-1407,06521407,38601-89,"62 11/16""","25 7/16""","2 3/4""",,14339,"High-Efficiency Black Vinyl Clutch Cable - 62-11/16""",no
384,oldbook_2026,893,DRESSER (5-SPEED),For 87-88 FLTC,FLTC,1987,1988,,clutch,braided,0652-1442,06521442,38607-87A,"62 11/16""","32 15/16""","2 3/4""",,14306,"High-Efficiency Braided Stainless Steel Clutch Cable - 62-11/16""",no
